event_n,event_clusters,n_hits,energy_value
57,18,106,7.503
58,0,18010,144.23
58,18,109,9.156
59,0,17957,144.158
59,5,158,10.584
60,0,18218,145.718
60,24,118,10.482
61,0,18124,144.606
61,18,132,9.663
62,0,17942,142.016
62,29,128,11.909
63,0,17853,144.435
63,4,2,0.022
63,17,126,9.534
64,0,18046,143.957
64,15,146,8.602
65,0,18021,145.349
65,17,141,9.336
66,0,17899,143.202
66,22,133,9.007
67,0,18049,143.067
67,44,121,10.074
68,0,17948,145.125
68,17,124,9.665
69,0,17989,144.257
69,22,144,11.171
70,0,17820,142.055
70,11,134,8.477
71,0,18060,143.3
71,11,128,9.815
72,0,17870,142.285
72,77,143,10.238
73,0,18051,144.884
73,12,143,8.852
74,0,18023,144.487
74,8,127,10.515
75,0,17934,145.393
75,24,119,9.413
76,0,18021,143.824
76,18,117,10.304
77,0,18023,145.209
77,35,152,10.966
77,167,2,0.014
78,0,18283,146.366
78,22,124,9.379
79,0,18072,144.73
79,15,132,10.473
80,0,17965,144.493
80,19,137,8.398
81,0,17935,145.131
81,33,114,8.52
82,0,18053,144.33
82,13,136,8.136
83,0,17937,144.66
83,13,140,10.348
84,0,18023,147.157
84,28,125,8.946
85,0,18035,144.909
85,11,142,9.72
86,0,18065,145.622
86,24,134,10.496
87,0,18004,143.963
87,43,158,9.202
88,0,18217,146.538
88,24,131,9.754
89,0,17972,143.738
89,38,135,10.307
90,0,18062,144.941
90,15,124,9.82
91,0,17878,143.739
91,29,159,11.328
92,0,18055,144.428
92,13,123,9.037
93,0,17809,141.004
93,29,138,10.943
94,0,18072,144.918
94,22,114,9.293
94,105,1,0.006
95,0,18163,143.826
95,8,142,9.714
96,0,18137,144.48
96,4,147,9.792
97,0,17836,142.061
97,22,131,9.362
98,0,18084,146.757
98,25,148,9.489
99,0,18026,143.938
99,19,165,10.782
100,0,18046,144.382
100,7,163,10.783
100,104,2,0.02
101,0,17719,141.824
101,67,135,10.263
102,0,18110,143.879
102,20,147,10.376
102,117,1,0.035
103,0,18073,146.248
103,29,132,10.39
104,0,17960,144.55
104,22,130,10.236
105,0,17801,142.163
105,5,165,9.504
106,0,18092,144.603
106,19,126,9.819
106,83,1,0.006
107,0,17807,142.063
107,34,130,10.168
108,0,18403,147.036
108,39,123,9.746
109,0,17808,141.474
109,7,128,9.942
110,0,17915,144.871
110,31,124,9.239
111,0,17906,141.492
111,29,131,9.855
112,0,17985,144.049
112,61,155,9.878
113,0,17959,143.496
113,15,137,8.439
114,0,17792,142.571
114,35,118,9.218
115,0,17842,142.612
115,25,134,9.412
116,0,17836,143.448
116,83,141,9.941
117,0,18066,144.522
117,19,124,9.241
118,0,18054,145.803
118,15,134,9.558
119,0,17902,143.745
119,16,132,10.88
120,0,17854,143.054
120,17,151,8.287
121,0,17858,143.138
121,6,141,8.981
122,0,17894,143.494
122,17,135,8.283
123,0,17850,142.235
123,8,128,9.632
124,0,17887,143.466
124,17,126,10.57
125,0,18171,144.537
125,2,1,0.013
125,8,134,8.484
126,0,18121,145.285
126,26,142,9.213
127,0,17944,143.804
127,12,150,10.709
128,0,18105,144.369
128,25,143,9.984
129,0,17860,142.883
129,10,126,8.627
130,0,17918,143.332
130,21,118,9.72
131,0,18308,146.795
131,7,155,9.345
132,0,17927,143.603
132,5,1,0.045
132,10,161,9.781
133,0,18032,145.863
133,11,159,9.382
134,0,17960,144.536
134,29,115,10.02
135,0,18115,145.216
135,8,119,8.674
136,0,18279,147.482
136,31,132,9.412
137,0,18060,144.666
137,10,128,8.936
138,0,17842,141.25
138,46,134,10.011
139,0,17915,144.456
139,45,138,10.784
140,0,18093,143.783
140,15,124,9.862
141,0,17771,142.648
141,33,124,9.964
142,0,17990,143.28
142,8,145,8.665
143,0,18062,144.228
143,10,127,9.852
144,0,17894,143.229
144,30,132,10.601
145,0,17618,141.436
145,11,116,9.157
146,0,17952,143.677
146,8,151,10.085
147,0,18093,143.687
147,82,140,10.282
148,0,17852,143.023
148,17,141,9.566
148,20,2,0.036
149,0,18098,146.073
149,5,136,10.333
150,0,17736,142.568
150,16,120,9.526
151,0,18032,143.77
151,30,122,9.73
152,0,17987,144.81
152,4,2,0.019
152,33,140,8.555
152,118,4,0.027
153,0,17953,143.249
153,27,135,10.06
154,0,18117,144.018
154,27,130,9.353
155,0,17871,141.84
155,12,134,10.072
155,146,3,0.018
156,0,18069,145.178
156,34,121,9.734
157,0,17691,141.18
157,18,162,10.375
158,0,18027,145.799
158,13,3,0.021
158,17,129,8.097
159,0,18122,145.982
159,37,130,9.556
160,0,18005,144.288
160,29,157,10.534
160,105,2,0.013
160,161,3,0.022
161,0,17955,143.565
161,25,145,9.79
162,0,18146,146.039
162,20,137,9.265
163,0,18000,144.819
163,32,124,9.143
164,0,17859,142.133
164,10,128,8.986
165,0,17882,144.034
165,20,136,9.622
165,103,2,0.018
166,0,17812,142.367
166,17,134,10.652
167,0,18155,144.892
167,26,152,11.161
168,0,18161,145.38
168,12,119,9.328
169,0,17990,144.403
169,21,128,10.063
170,0,18095,145.649
170,19,134,9.978
170,42,2,0.059
171,0,17866,143.8
171,4,136,9.135
172,0,18149,143.486
172,2,2,0.022
172,30,125,10.746
173,0,17810,141.315
173,8,144,9.752
174,0,18202,145.968
174,27,151,9.285
175,0,17900,144.189
175,9,160,10.79
176,0,18072,142.937
176,16,129,10.974
177,0,17904,143.093
177,4,148,9.776
177,10,2,0.045
178,0,18094,144.768
178,30,109,9.862
178,62,3,0.025
179,0,17823,142.506
179,20,135,10.728
180,0,17952,143.602
180,13,1,0.006
180,17,111,10.489
180,125,1,0.006
181,0,18071,143.484
181,36,121,8.813
182,0,17995,145.154
182,19,122,9.807
183,0,17865,142.393
183,18,116,8.691
184,0,17814,143.628
184,8,147,10.121
185,0,17840,145.158
185,6,162,10.757
186,0,18009,145.757
186,13,138,10.35
187,0,18064,145.279
187,12,115,8.98
188,0,18247,146.425
188,21,125,9.57
189,0,17987,143.382
189,10,123,8.402
190,0,17937,143.208
190,93,130,9.915
191,0,18057,145.353
191,23,124,10.492
192,0,18080,144.938
192,12,147,9.851
193,0,17860,142.757
193,10,144,9.851
194,0,18014,144.829
194,1,2,0.02
194,30,134,11.259
195,0,17869,142.246
195,16,114,9.436
196,0,18040,143.921
196,70,146,9.846
197,0,18060,143.103
197,35,137,9.785
198,0,18122,144.535
198,24,120,10.122
199,0,18140,144.563
199,27,124,9.586
200,0,18208,144.039
200,18,123,8.838
201,0,17973,144.222
201,14,129,9.083
202,0,17882,142.089
202,12,121,10.021
203,0,17934,143.6
203,37,131,10.004
203,133,1,0.006
204,0,17838,142.085
204,11,1,0.007
204,23,124,11.358
204,113,1,0.006
205,0,17892,141.787
205,25,125,10.41
206,0,18060,145.713
206,29,151,10.376
207,0,18025,144.963
207,14,131,9.611
208,0,17913,142.236
208,31,110,9.56
209,0,17905,142.909
209,32,114,9.435
210,0,18030,143.929
210,19,137,10.017
211,0,17912,144.463
211,20,137,9.758
212,0,17774,143.162
212,17,129,9.67
213,0,18107,146.241
213,21,2,0.018
213,32,137,9.52
213,53,1,0.01
214,0,17968,145.094
214,22,138,10.759
215,0,17949,142.726
215,21,141,10.022
216,0,17879,144.73
216,23,129,10.951
217,0,17798,141.569
217,23,126,9.648
218,0,18113,143.936
218,19,127,9.357
219,0,18232,145.295
219,11,128,10.442
220,0,18086,145.537
220,17,137,9.462
220,52,1,0.015
221,0,18233,147.001
221,41,127,9.8
222,0,17815,142.207
222,34,133,10.455
222,136,1,0.013
223,0,17782,141.975
223,24,137,10.986
223,151,4,0.032
224,0,17862,142.333
224,26,146,11.036
225,0,17927,143.618
225,27,122,9.186
226,0,17788,140.545
226,9,136,10.773
227,0,17942,143.797
227,20,127,9.419
228,0,17897,144.13
228,7,152,9.082
229,0,18120,145.529
229,4,155,9.922
230,0,17771,142.982
230,12,154,10.3
231,0,17723,141.244
231,21,127,10.334
232,0,18012,144.263
232,17,126,8.933
233,0,18133,145.534
233,19,136,10.353
234,0,17743,144.238
234,12,160,9.497
235,0,17951,144.191
235,22,148,9.554
236,0,18322,146.184
236,73,112,10.026
237,0,17987,142.233
237,29,126,9.708
238,0,18147,146.662
238,32,123,10.247
239,0,17883,142.874
239,3,1,0.031
239,11,151,10.227
240,0,17964,144.786
240,14,114,9.416
241,0,17912,143.041
241,23,139,8.873
242,0,17940,142.64
242,5,11,0.357
242,7,123,9.215
243,0,18242,145.376
243,16,130,8.255
244,0,18110,144.245
244,17,150,9.937
245,0,18053,145.167
245,8,130,10.909
246,0,17998,143.644
246,11,173,10.77
247,0,18245,145.081
247,14,149,10.244
248,0,18099,144.932
248,12,112,8.959
249,0,17689,142.326
249,20,124,9.091
250,0,18081,144.434
250,14,143,10.189
251,0,17684,140.793
251,8,2,0.022
251,24,123,9.974
252,0,18024,142.99
252,16,137,10.457
253,0,18138,145.116
253,5,145,10.32
254,0,18101,146.199
254,14,163,9.74
255,0,18175,145.629
255,21,134,9.285
256,0,18111,145.71
256,16,141,9.403
256,24,1,0.014
257,0,18125,145.637
257,4,111,8.779
258,0,17949,143.309
258,19,139,9.887
258,153,2,0.012
258,154,3,0.018
259,0,17987,141.566
259,21,164,11.16
260,0,17985,144.653
260,19,124,10.566
261,0,17963,143.529
261,23,140,9.715
262,0,17954,144.189
262,20,117,9.121
263,0,18126,144.678
263,39,124,9.24
264,0,17933,143.174
264,36,138,8.422
265,0,17933,144.771
265,16,120,9.58
266,0,17882,143.665
266,31,118,8.696
267,0,17953,143.7
267,15,140,11.798
268,0,18167,145.881
268,21,106,9.214
269,0,18042,143.452
269,23,157,11.13
270,0,17670,141.722
270,17,124,10.156
271,0,17901,142.877
271,23,131,9.398
272,0,18031,144.506
272,12,116,9.04
273,0,17769,141.564
273,19,132,9.917
273,30,1,0.006
274,0,18010,143.634
274,17,145,10.505
275,0,18017,144.646
275,19,136,9.826
276,0,18021,144.195
276,18,113,9.542
277,0,18066,144.938
277,16,161,10.559
278,0,18155,146.062
278,21,123,9.507
279,0,18010,143.784
279,9,125,9.593
280,0,18071,146.319
280,4,2,0.077
280,19,125,9.063
281,0,18127,144.636
281,29,140,11.01
282,0,17883,142.317
282,14,143,8.33
283,0,17774,142.948
283,32,127,10.569
284,0,17847,142.85
284,18,129,9.087
285,0,18171,146.104
285,20,124,8.692
286,0,18149,147.042
286,30,134,10.404
287,0,18174,145.006
287,17,142,9.142
288,0,17983,143.89
288,7,113,8.533
289,0,17791,141.66
289,17,127,10.854
290,0,17873,143.919
290,32,144,10.749
291,0,17719,142.417
291,17,138,9.555
292,0,17926,142.994
292,47,131,9.126
292,56,1,0.011
293,0,18108,144.243
293,28,141,9.053
294,0,17806,141.672
294,8,140,9.552
295,0,17719,141.671
295,27,109,9.625
296,0,17816,142.699
296,23,129,10.874
297,0,18043,143.383
297,18,125,8.946
298,0,18165,144.799
298,21,136,10.078
299,0,18002,143.706
299,10,147,8.662
300,0,17853,144.035
300,26,105,8.664
301,0,17996,143.806
301,8,140,10.457
301,150,2,0.059
302,0,18031,143.671
302,17,124,9.499
303,0,17717,140.738
303,24,130,11.034
304,0,17943,142.252
304,10,118,8.797
305,0,17916,144.347
305,17,146,10.676
306,0,18044,144.548
306,52,120,9.51
307,0,18150,145.251
307,10,145,9.418
308,0,18041,143.765
308,18,119,10.097
309,0,17945,144.563
309,1,3,0.03
309,31,153,10.405
310,0,17885,143.414
310,23,139,8.759
310,65,2,0.012
311,0,18022,144.26
311,25,112,8.812
312,0,18116,144.201
312,9,148,9.174
313,0,18111,145.167
313,11,120,8.385
314,0,17942,144.413
314,45,126,9.635
315,0,17904,143.55
315,33,137,11.117
316,0,17969,143.21
316,10,1,0.075
316,20,144,11.371
317,0,17866,142.83
317,24,112,8.758
317,45,1,0.024
318,0,18239,145.431
318,25,120,9.341
318,73,2,0.012
318,120,3,0.02
319,0,18025,144.298
319,15,139,8.366
320,0,18047,143.928
320,14,141,9.489
321,0,17864,142.428
321,17,138,8.975
322,0,17913,142.861
322,24,143,9.069
323,0,17966,143.689
323,1,2,0.019
323,16,128,9.703
324,0,17728,142.024
324,17,142,9.899
325,0,17967,143.723
325,15,119,10.255
326,0,18000,144.211
326,27,147,9.111
327,0,17868,142.375
327,20,115,9.301
328,0,18108,146.128
328,24,118,8.016
329,0,17971,143.556
329,29,134,9.969
330,0,17978,145.034
330,23,124,9.313
331,0,17742,141.864
331,4,145,9.784
332,0,17838,142.861
332,24,135,9.063
333,0,17889,143.228
333,26,126,9.389
334,0,17743,141.767
334,17,135,9.448
335,0,17995,144.454
335,19,131,9.749
336,0,18118,145.099
336,22,121,10.55
336,133,2,0.116
337,0,18116,145.651
337,18,123,9.459
338,0,17984,145.931
338,19,143,9.709
339,0,17881,142.023
339,14,145,10.222
340,0,17865,143.456
340,27,144,9.238
341,0,18121,144.743
341,9,150,10.374
342,0,18068,143.746
342,7,148,9.21
343,0,18123,145.458
343,9,124,10.662
344,0,18205,146.135
344,25,150,10.289
345,0,18204,145.025
345,7,2,0.019
345,21,121,9.532
346,0,18086,146.675
346,14,153,10.725
347,0,17799,142.414
347,10,124,9.021
347,138,2,0.076
348,0,17966,142.3
348,19,120,8.799
349,0,18180,145.525
349,18,146,10.353
350,0,17982,144.286
350,23,131,10.369
351,0,17852,143.009
351,22,125,9.229
352,0,18033,142.921
352,19,138,10.371
353,0,17941,143.372
353,13,152,9.959
354,0,17874,142.937
354,38,142,9.323
354,54,1,0.048
355,0,17712,142.827
355,12,133,7.952
356,0,17984,143.025
356,45,126,10.38
357,0,18073,145.186
357,14,126,9.45
358,0,17774,141.31
358,20,132,9.741
359,0,17851,143.072
359,17,144,9.006
360,0,18203,145.689
360,18,140,9.338
361,0,18128,145.681
361,106,136,9.454
362,0,17941,144.326
362,10,128,9.715
363,0,17916,145.08
363,17,125,8.832
364,0,17939,144.382
364,5,117,10.124
365,0,17969,143.197
365,16,130,9.885
366,0,18031,145.497
366,18,2,0.042
366,27,133,9.716
367,0,17849,142.48
367,29,143,9.363
368,0,17805,141.302
368,16,131,9.762
369,0,18120,145.522
369,30,133,9.203
370,0,18098,143.344
370,20,106,9.048
371,0,17881,143.142
371,17,148,8.902
372,0,17925,142.69
372,17,120,8.924
373,0,18067,145.352
373,38,135,10.591
374,0,17679,141.322
374,20,132,10.741
375,0,18108,147.117
375,12,144,9.197
376,0,17844,141.798
376,10,135,9.305
377,0,18103,144.606
377,25,141,9.708
378,0,18073,143.704
378,15,3,0.019
378,90,130,10.234
378,92,2,0.051
379,0,17864,143.927
379,63,2,0.015
379,74,143,9.849
380,0,17978,143.053
380,14,115,8.851
381,0,18059,145.224
381,31,126,9.902
382,0,18255,145.845
382,34,122,9.606
383,0,18102,144.71
383,10,129,9.405
384,0,18027,145.032
384,12,133,9.778
385,0,18376,146.906
385,17,131,9.423
386,0,18025,145.139
386,12,139,9.672
386,40,1,0.025
387,0,17993,142.816
387,30,124,9.725
388,0,18139,143.323
388,20,130,8.116
389,0,18033,143.641
389,8,3,0.021
389,12,128,10.204
389,61,1,0.006
390,0,18000,143.38
390,14,137,10.045
391,0,18044,144.567
391,22,129,9.897
392,0,18075,146.031
392,31,135,9.995
393,0,18075,146.209
393,16,141,9.745
394,0,18035,143.048
394,1,154,9.568
395,0,17907,143.916
395,12,134,9.949
396,0,17867,142.278
396,18,125,8.837
397,0,17838,144.042
397,32,2,0.02
397,43,151,10.189
398,0,18137,145.396
398,8,162,10.347
399,0,17961,144.056
399,18,150,8.863
400,0,18016,145.691
400,25,130,9.12
401,0,18042,143.985
401,3,132,8.439
402,0,17853,144.594
402,30,142,11.08
403,0,17992,143.488
403,12,148,9.811
404,0,17863,143.235
404,17,127,9.503
405,0,18068,144.643
405,49,140,10.766
406,0,18079,144.347
406,21,141,9.974
407,0,17961,145.217
407,24,129,9.988
408,0,18227,145.701
408,23,127,10.032
408,136,1,0.011
409,0,17755,144.097
409,76,125,9.351
410,0,18167,145.85
410,29,133,10.345
410,110,3,0.017
411,0,17939,143.67
411,31,144,9.512
412,0,17790,141.552
412,21,115,8.922
413,0,18070,144.888
413,21,141,8.987
414,0,18061,142.896
414,22,128,10.022
414,62,2,0.039
415,0,17781,142.692
415,8,136,8.337
416,0,18001,144.057
416,14,136,8.608
417,0,17933,144.824
417,7,139,8.599
418,0,18041,144.036
418,13,156,10.597
419,0,17905,143.839
419,6,2,0.011
419,45,155,11.287
420,0,17758,142.979
420,26,159,9.838
421,0,17911,142.098
421,21,147,9.583
422,0,17893,143.014
422,21,136,9.96
423,0,17999,143.069
423,14,126,9.765
423,48,1,0.053
424,0,17708,141.385
424,6,1,0.048
424,10,1,0.036
424,76,4,0.092
424,92,134,9.687
425,0,17860,141.405
425,7,138,10.054
426,0,18063,145.216
426,23,150,9.834
427,0,17945,143.577
427,8,160,10.091
428,0,17857,144.783
428,22,126,9.065
429,0,17786,142.094
429,24,130,10.422
430,0,17962,144.634
430,14,2,0.013
430,38,141,11.202
431,0,18151,146.451
431,17,126,8.946
432,0,17906,143.052
432,22,157,10.351
433,0,17994,143.781
433,6,148,10.786
434,0,17908,142.176
434,19,128,9.492
434,109,2,0.011
435,0,18198,145.699
435,103,153,9.899
436,0,17730,143.05
436,38,142,10.769
437,0,17977,145.403
437,1,1,0.009
437,4,1,0.011
437,10,2,0.013
437,11,1,0.008
437,13,2,0.013
437,18,2,0.013
437,19,2,0.015
437,52,129,8.997
438,0,17898,143.689
438,70,150,9.258
439,0,17884,143.8
439,13,131,8.116
439,79,2,0.014
439,86,4,0.028
440,0,17902,144.289
440,9,1,0.021
440,21,136,10.213
441,0,18267,146.958
441,25,138,9.544
442,0,17905,142.31
442,30,136,10.718
442,49,1,0.037
443,0,17786,142.311
443,11,143,10.301
444,0,17759,141.702
444,33,113,7.798
445,0,18031,144.51
445,38,135,10.826
446,0,17715,143.31
446,8,2,0.022
446,26,129,9.682
447,0,18165,146.553
447,20,145,10.552
448,0,18140,145.526
448,14,131,10.488
448,59,2,0.011
449,0,17995,144.177
449,26,136,8.871
450,0,18058,145.482
450,16,136,9.484
451,0,17909,143.39
451,32,135,10.092
452,0,18080,144.588
452,33,146,9.02
453,0,18013,143.676
453,26,107,8.648
454,0,18032,146.241
454,17,149,8.994
455,0,17993,142.685
455,54,134,9.956
456,0,18014,143.929
456,12,163,10.228
457,0,17950,143.447
457,15,132,10.258
458,0,17847,143.42
458,33,100,8.416
459,0,17950,143.234
459,28,124,9.541
460,0,18072,145.15
460,24,119,8.674
461,0,17846,143.94
461,24,127,9.442
461,29,1,0.009
462,0,18225,146.518
462,23,128,9.801
463,0,18160,146.44
463,11,136,9.049
463,52,1,0.007
464,0,17885,142.447
464,7,147,10.213
465,0,17949,142.859
465,64,119,8.571
466,0,18221,146.748
466,20,127,9.779
466,72,3,0.019
467,0,17787,143.197
467,3,133,8.932
468,0,18210,144.782
468,23,130,10.569
469,0,18414,147.136
469,7,144,9.689
470,0,18323,147.519
470,19,114,8.562
471,0,18152,143.929
471,15,145,9.658
472,0,18090,144.968
472,66,120,9.524
473,0,17980,144.164
473,25,138,11.365
474,0,18106,145.36
474,18,121,9.535
475,0,18287,147.647
475,24,1,0.086
475,31,146,10.56
476,0,17954,143.15
476,42,117,9.825
477,0,18228,144.841
477,17,161,9.692
478,0,17951,143.487
478,8,151,9.705
479,0,18114,145.055
479,18,1,0.052
479,32,135,9.914
480,0,18052,144.325
480,18,161,10.451
481,0,17825,143.495
481,5,126,8.842
482,0,18111,146.179
482,19,128,9.553
483,0,18024,145.182
483,26,130,9.477
484,0,17745,142.449
484,25,118,9.802
485,0,18309,148.324
485,19,133,9.36
486,0,17828,144.271
486,16,138,10.618
487,0,18068,142.786
487,60,148,10.716
488,0,17963,145.751
488,12,130,8.912
489,0,18212,145.14
489,4,6,0.045
489,17,116,9.465
490,0,17852,144.05
490,23,119,9.695
491,0,17737,142.04
491,28,123,9.38
491,33,1,0.032
492,0,18149,145.519
492,21,130,9.914
493,0,18009,144.419
493,24,124,9.612
494,0,18112,145.016
494,17,141,9.979
495,0,17907,143.628
495,15,132,9.36
495,141,1,0.007
496,0,18189,146.215
496,12,120,8.61
497,0,18036,143.711
497,25,103,9.527
498,0,17818,143.46
498,14,139,10.973
499,0,17970,145.6
499,9,156,10.303
500,0,17876,144.614
500,93,138,10.606
501,0,17851,143.02
501,16,109,9.088
502,0,17866,141.839
502,23,122,9.708
503,0,17806,142.977
503,15,133,8.862
504,0,18015,145.214
504,19,115,9.655
505,0,17866,144.034
505,39,119,9.402
505,91,1,0.006
506,0,17851,143.436
506,20,123,8.938
506,28,5,0.147
507,0,17917,143.283
507,17,120,9.393
508,0,18019,143.996
508,16,127,9.263
509,0,17884,143.038
509,34,100,9.719
510,0,18152,144.811
510,23,125,10.546
511,0,17890,143.899
511,20,131,10.112
512,0,18075,144.476
512,90,143,10.189
513,0,18094,143.543
513,9,117,10.132
514,0,18052,143.532
514,11,127,9.95
515,0,17828,141.982
515,3,3,0.062
515,4,1,0.009
515,25,120,9.042
516,0,18010,142.986
516,26,129,9.516
517,0,17745,140.875
517,3,144,9.657
518,0,18019,143.963
518,31,124,8.22
519,0,17974,144.834
519,18,128,9.493
520,0,17842,142.288
520,8,119,9.145
521,0,18108,145.43
521,23,126,9.842
522,0,18260,146.128
522,37,8,0.206
522,50,139,10.33
523,0,17884,144.635
523,61,143,9.617
524,0,18046,145.085
524,34,139,11.468
525,0,18136,145.568
525,17,134,9.697
525,26,1,0.027
526,0,17959,144.263
526,20,134,9.409
527,0,18135,147.109
527,18,137,9.359
528,0,17853,143.975
528,8,140,8.024
528,132,2,0.012
529,0,18097,142.683
529,23,162,10.458
530,0,17975,145.261
530,15,148,9.862
530,150,2,0.029
531,0,18181,147.374
531,6,156,9.498
532,0,17810,143.079
532,19,135,9.402
533,0,18018,142.451
533,11,114,9.925
534,0,18121,146.654
534,23,124,9.793
535,0,17910,143.778
535,15,124,9.458
536,0,17863,142.678
536,18,135,9.28
537,0,18064,144.42
537,11,3,0.026
537,19,124,9.021
537,53,1,0.032
538,0,17860,142.404
538,5,2,0.02
538,6,2,0.02
538,23,132,9.051
539,0,17965,143.22
539,22,148,11.224
540,0,17948,143.784
540,20,129,9.932
541,0,18158,146.568
541,20,113,9.567
542,0,18152,144.209
542,22,109,8.858
543,0,18068,144.716
543,27,113,8.185
544,0,18004,145.254
544,58,144,9.651
545,0,18020,143.833
545,10,153,9.801
546,0,17979,143.387
546,24,129,10.382
547,0,17917,142.941
547,9,129,9.921
548,0,18110,144.693
548,12,144,8.575
549,0,17902,142.854
549,17,139,10.85
550,0,18150,144.913
550,15,111,8.741
551,0,17808,144.564
551,23,131,9.833
552,0,17867,143.162
552,11,154,10.846
553,0,18115,146.83
553,27,120,8.821
554,0,17971,143.004
554,35,139,10.763
555,0,18294,146.96
555,13,131,10.469
556,0,17833,142.341
556,22,129,10.735
557,0,17904,143.057
557,28,119,9.993
558,0,17730,140.907
558,10,2,0.014
558,32,2,0.021
558,67,2,0.014
558,74,2,0.013
558,82,120,8.88
559,0,17898,143.031
559,19,129,9.826
559,130,4,0.026
560,0,17788,142.354
560,7,138,10.284
561,0,17983,144.101
561,8,157,10.069
562,0,17894,143.865
562,20,134,9.572
563,0,17939,144.627
563,14,126,9.458
564,0,17889,140.841
564,7,134,9.509
565,0,17665,140.79
565,13,3,0.019
565,16,127,9.831
565,114,3,0.019
566,0,17811,143.231
566,17,119,9.09
567,0,17970,142.847
567,16,117,8.791
568,0,18112,144.988
568,13,145,11.654
568,16,1,0.008
569,0,17877,142.424
569,7,143,8.758
570,0,17917,144.841
570,15,147,11.217
571,0,18030,144.762
571,13,162,9.988
572,0,17930,144.687
572,7,142,9.218
573,0,17861,142.496
573,43,111,8.054
574,0,17863,144.371
574,32,119,9.255
575,0,17904,143.65
575,19,123,9.115
576,0,18262,146.015
576,31,117,9.593
577,0,17936,143.668
577,24,158,9.631
578,0,18248,146.41
578,21,155,8.634
579,0,18065,143.889
579,13,126,7.98
580,0,17849,142.749
580,7,106,9.837
581,0,18075,144.21
581,5,2,0.02
581,16,131,9.753
581,95,1,0.006
582,0,18070,144.29
582,2,158,10.372
583,0,18235,146.971
583,37,119,8.411
584,0,17908,144.048
584,33,148,10.085
585,0,18029,144.431
585,19,4,0.028
585,30,135,10.664
586,0,18018,142.985
586,50,147,9.537
587,0,17852,141.837
587,7,135,8.706
588,0,17969,143.079
588,18,149,9.926
589,0,18051,144.788
589,24,120,9.291
590,0,17926,144.338
590,15,137,9.326
591,0,17774,141.721
591,16,123,8.73
592,0,18076,145.568
592,13,1,0.008
592,15,128,9.445
592,67,1,0.008
593,0,17908,145.591
593,3,148,10.571
594,0,18080,144.14
594,25,129,10.252
595,0,17783,141.987
595,12,144,9.386
596,0,17798,142.595
596,18,154,9.71
597,0,17823,142.435
597,16,128,8.559
598,0,17721,140.95
598,16,154,10.042
598,17,3,0.021
599,0,18086,145.624
599,18,131,9.276
600,0,18121,154.517
601,0,18008,144.62
601,26,130,10.312
602,0,17963,144.673
602,27,105,9.005
603,0,17873,144.314
603,21,121,9.484
603,92,2,0.013
604,0,18256,146.616
604,14,149,10.74
