event_n,event_clusters,n_hits,energy_value
25,363,1161,190.437
26,0,18195,146.713
26,67,1,0.01
26,98,1012,198.216
27,0,17992,145.629
27,114,1152,195.838
28,0,18021,145.619
28,135,1020,193.978
29,0,18163,145.584
29,18,2,0.135
29,86,1026,196.849
30,0,17995,144.551
30,40,1056,191.627
31,0,17868,144.297
31,4,4,0.035
31,38,1,0.006
31,51,1,0.006
31,77,1017,195.219
31,93,2,0.011
31,251,1,0.006
32,0,17995,145.013
32,71,971,192.976
33,0,18179,146.617
33,24,2,0.012
33,79,977,187.354
33,109,2,0.039
34,0,17993,145.087
34,171,704,204.645
35,0,17888,144.414
35,178,1083,193.644
35,518,2,0.012
36,0,17907,145.555
36,415,967,193.027
37,0,17898,144.437
37,48,987,188.029
37,490,2,0.016
38,0,17871,144.694
38,274,1020,187.439
39,0,18176,145.176
39,22,1,0.009
39,288,1,0.044
39,638,975,199.161
40,0,18041,145.56
40,53,6,0.047
40,668,1115,197.585
41,0,17999,146.049
41,329,1096,196.59
42,0,18072,145.839
42,66,7,0.271
42,506,984,194.969
43,0,17935,142.628
43,209,3,0.094
43,449,1031,200.922
44,0,18056,146.509
44,21,4,8.397
44,33,1018,191.938
44,110,1,0.006
45,0,18172,145.962
45,2,4,0.035
45,715,1116,196.537
45,768,1,0.006
46,0,18061,146.118
46,40,10,0.342
46,87,1017,197.033
47,0,17949,143.311
47,355,980,200.774
47,416,1,0.007
48,0,17893,145.362
48,27,1199,190.539
48,261,1,0.034
48,405,1,0.009
49,0,17997,146.731
49,102,997,191.401
50,0,17978,144.851
50,39,999,178.103
50,251,7,20.16
51,0,17873,144.099
51,149,6,0.137
51,229,973,198.566
52,0,18010,144.421
52,2,1,0.009
52,5,11,0.124
52,77,1028,193.432
53,0,18122,146.865
53,6,1,0.006
53,7,1264,201.896
53,10,1,0.015
54,0,18121,146.056
54,43,1070,198.529
55,0,18167,146.299
55,49,4,0.284
55,170,1170,197.768
55,204,2,0.04
56,0,17978,144.306
56,61,1,0.008
56,143,1042,163.848
56,230,3,26.581
56,339,1,0.006
57,0,18172,146.151
57,1,2,0.018
57,111,969,198.647
58,0,18050,144.102
58,94,5,0.117
58,285,1109,191.022
59,0,17901,143.102
59,20,994,194.563
59,44,3,0.073
60,0,17985,145.403
60,219,1044,190.221
61,0,18141,146.078
61,9,2,0.075
61,151,1190,203.665
61,183,1,0.007
61,991,2,0.032
62,0,17917,143.088
62,40,8,0.233
62,84,966,196.976
63,0,17720,143.582
63,14,1224,198.074
63,190,3,0.054
64,0,18129,145.958
64,18,1,0.006
64,34,1,0.016
64,443,985,189.845
65,0,17744,143.394
65,10,991,184.631
66,0,18029,145.399
66,53,3,0.029
66,141,1,0.034
66,343,1264,195.26
66,1211,2,0.011
67,0,18264,147.467
67,242,1010,201.164
68,0,18174,146.677
68,24,3,0.026
68,243,4,0.119
68,253,2,0.015
68,335,946,201.391
69,0,18090,145.754
69,50,1235,206.327
69,62,3,0.021
69,1158,2,0.012
70,0,17744,143.254
70,62,1,0.018
70,179,3,0.045
70,454,992,188.549
71,0,17953,145.352
71,58,1034,199.565
72,0,17922,145.611
72,177,1,0.072
72,250,1064,197.19
72,370,9,0.055
72,498,6,0.133
73,0,17958,143.811
73,355,4,0.083
73,579,1026,190.286
73,813,1,0.009
74,0,17936,144.671
74,174,1000,197.814
75,0,17984,145.09
75,23,1,0.01
75,57,4,0.157
75,388,1016,205.787
76,0,17966,144.764
76,5,1,0.106
76,14,1,0.02
76,47,1,0.006
76,170,1,0.009
76,307,1249,199.633
77,0,18068,145.559
77,147,1,0.007
77,401,1007,194.035
78,0,18130,145.748
78,41,983,195.953
79,0,17996,145.258
79,96,4,0.047
79,126,1011,198.821
80,0,18126,145.449
80,39,1035,190.44
81,0,18323,149.235
81,77,5,0.089
81,357,1160,186.271
82,0,18154,146.791
82,128,1085,187.816
82,184,6,0.129
83,0,18040,145.113
83,116,997,179.468
83,158,4,18.196
84,0,18133,146.426
84,47,1017,202.052
84,1069,4,0.048
85,0,18097,147.552
85,21,1,0.025
85,43,1,0.006
85,76,5,17.147
85,79,3,0.017
85,387,1007,181.854
86,0,17885,144.18
86,90,2,0.028
86,453,1042,202.989
87,0,18066,145.633
87,17,2,0.018
87,155,1054,200.299
88,0,18084,146.676
88,634,796,191.23
89,0,18215,149.293
89,31,2,0.04
89,136,1013,202.345
90,0,17933,145.124
90,118,1092,192.774
91,0,18119,147.548
91,34,1014,190.735
91,85,1,0.006
92,0,18168,147.229
92,10,1242,197.806
92,125,1,0.043
93,0,18016,143.684
93,13,3,0.017
93,224,1011,200.157
94,0,17914,144.905
94,17,1,0.006
94,83,1007,178.179
94,171,2,0.019
94,204,3,22.674
94,736,1,0.079
95,0,17833,145.704
95,21,994,195.949
96,0,17982,143.455
96,1,1,0.047
96,123,2,0.024
96,363,1190,197.562
97,0,17878,143.704
97,29,984,190.736
98,0,18077,146.55
98,209,998,198.941
99,0,17749,142.559
99,106,5,0.03
99,358,4,0.023
99,382,967,200.155
100,0,18166,146.014
100,33,1,0.03
100,53,1021,198.734
100,80,2,0.012
101,0,17919,145.17
101,7,1003,195.817
101,253,4,0.031
102,0,17982,146.283
102,13,3,0.058
102,33,1061,196.143
102,378,1,0.023
103,0,17988,145.234
103,17,5,8.51
103,169,2,0.033
103,420,1224,191.338
103,1191,8,0.053
104,0,18116,146.207
104,60,1011,195.457
105,0,17898,144.336
105,115,992,192.979
105,247,2,0.039
106,0,17997,144.049
106,452,1020,200.719
107,0,18108,146.039
107,78,1,0.006
107,82,7,0.224
107,324,961,194.15
108,0,18132,146.536
108,154,1213,200.293
109,0,18244,146.601
109,83,1070,194.44
109,107,1,0.006
109,630,1,0.029
110,0,18024,144.37
110,250,3,0.044
110,538,977,198.285
111,0,18012,144.922
111,93,1,0.008
111,261,5,19.207
111,373,1013,174.176
112,0,17941,144.428
112,270,1,0.012
112,624,998,197.137
113,0,18177,147.275
113,59,2,0.025
113,263,1178,193.723
114,0,17905,144.662
114,7,3,0.074
114,84,1046,196.884
115,0,18102,146.602
115,6,1146,186.907
115,26,4,0.14
116,0,17964,145.716
116,66,2,0.022
116,200,1055,195.418
116,629,2,0.013
117,0,18159,148.72
117,37,1,0.018
117,38,2,0.015
117,112,996,198.25
118,0,17944,143.966
118,507,1021,191.584
119,0,18044,146.279
119,75,3,0.143
119,206,1189,200.26
120,0,18095,146.029
120,87,1,0.01
120,184,975,192.647
121,0,18023,144.622
121,115,1069,193.228
122,0,18031,147.058
122,67,3,0.075
122,361,1168,195.303
123,0,18050,145.394
123,15,3,0.05
123,214,964,196.307
124,0,17834,143.981
124,17,1073,193.505
124,223,1,6.125
124,372,1,0.047
125,0,18111,147.018
125,90,4,8.138
125,264,1013,192.223
125,906,1,0.012
126,0,18161,146.971
126,48,3,0.059
126,482,1,0.009
126,603,1040,194.665
126,938,1,0.006
127,0,17855,143.441
127,84,1,0.006
127,550,1028,197.918
128,0,17744,143.229
128,133,4,0.262
128,573,1073,196.274
129,0,18116,147.01
129,404,1148,196.685
130,0,18133,147.292
130,13,3,0.018
130,18,1,0.008
130,349,1033,199.93
131,0,17860,145.354
131,30,2,0.022
131,78,1,0.006
131,473,1003,191.822
132,0,17792,142.218
132,249,1,0.006
132,251,2,0.08
132,302,1,0.006
132,600,1013,195.156
133,0,18128,146.231
133,415,1014,196.989
134,0,18092,144.577
134,495,1001,197.997
135,0,18027,146.352
135,91,1222,196.853
136,0,18053,144.771
136,1,2,0.027
136,91,1197,199.594
137,0,17771,143.08
137,29,4,0.023
137,85,1,0.023
137,468,1032,202.474
138,0,17942,143.599
138,123,1020,190.081
138,361,1,0.006
139,0,18045,144.838
139,12,1,0.006
139,16,6,5.756
139,62,4,0.033
139,119,1275,187.701
140,0,18116,146.773
140,11,2,0.02
140,421,1192,200.121
141,0,17894,144.749
141,57,1,0.01
141,85,2,0.012
141,385,1081,203.067
141,1032,2,0.044
142,0,17972,145.966
142,147,988,189.311
142,433,4,0.023
143,0,18078,146.59
143,33,1,0.043
143,60,957,197.134
144,0,18111,146.806
144,29,6,0.127
144,123,980,198.195
145,0,18143,146.972
145,102,1009,199.022
145,114,2,0.028
145,117,1,0.006
145,158,1,0.013
145,301,1,0.009
146,0,17931,144.438
146,21,1,0.017
146,123,1043,191.064
147,0,18013,147.416
147,46,5,0.03
147,53,999,187.533
147,120,2,0.011
147,160,1,9.192
148,0,18129,145.983
148,122,1035,198.081
148,141,5,0.04
149,0,18134,148.048
149,59,1152,197.878
150,0,17954,142.818
150,23,1053,193.639
150,44,4,0.189
150,571,1,0.006
151,0,18103,144.91
151,187,974,194.179
152,0,17895,144.699
152,6,2,0.015
152,156,2,0.209
152,263,1044,193.721
153,0,17968,144.073
153,19,4,0.066
153,153,4,0.054
153,164,987,195.358
154,0,18248,148.458
154,618,1,0.026
154,836,1042,201.962
155,0,18009,144.597
155,3,2,0.018
155,141,1070,199.955
156,0,18064,143.653
156,30,2,0.057
156,388,1260,195.247
156,1190,3,0.018
156,1207,1,0.006
157,0,18027,146.42
157,31,2,0.029
157,167,1016,200.231
158,0,17944,144.714
158,14,2,0.033
158,44,1198,191.995
159,0,18184,145.859
159,21,3,0.05
159,251,1041,195.906
160,0,18035,146.119
160,39,1,0.021
160,55,2,0.011
160,772,1052,200.514
161,0,18055,145.521
161,88,2,0.032
161,128,1018,198.234
162,0,17847,145.05
162,21,4,0.025
162,346,1012,191.777
163,0,17999,145.794
163,85,3,0.045
163,86,1,0.009
163,452,1040,199.518
164,0,17972,145.457
164,3,2,0.018
164,44,2,0.016
164,104,3,14.615
164,484,1065,187.565
165,0,18024,145.663
165,116,2,0.012
165,131,976,195.278
166,0,17960,143.904
166,17,2,0.049
166,48,1,0.013
166,217,1156,186.289
167,0,17971,144.87
167,20,1168,188.493
168,0,18137,144.222
168,295,1260,198.937
169,0,17858,144.144
169,15,3,0.018
169,459,960,195.916
170,0,18129,145.939
170,331,3,30.881
170,388,1,0.006
170,524,1107,169.577
171,0,17972,145.229
171,9,5,0.044
171,337,5,0.03
171,486,1030,193.822
172,0,18121,147.253
172,107,1,0.017
172,305,986,197.911
173,0,17907,143.835
173,34,2,0.04
173,624,1043,193.362
174,0,18053,145.682
174,325,1004,192.172
175,0,18013,144.118
175,5,2,0.018
175,125,1050,188.061
176,0,17928,144.901
176,14,4,0.023
176,76,1043,199.28
177,0,18319,146.301
177,68,988,196.643
177,1032,7,0.064
178,0,18126,145.781
178,36,5,0.184
178,158,8,0.057
178,445,1090,201.439
179,0,18119,145.993
179,21,1,0.006
179,45,1001,180.638
179,227,2,14.68
179,362,1,0.006
180,0,18076,147.672
180,94,1,0.044
180,154,1,5.81
180,200,1219,194.115
181,0,17937,143.805
181,16,6,0.157
181,40,1,0.03
181,281,953,191.45
182,0,18178,145.613
182,14,1207,199.809
182,59,3,0.079
182,1097,2,0.055
183,0,18063,145.764
183,19,3,0.138
183,53,3,0.028
183,538,1067,193.547
183,1005,3,0.094
184,0,17905,145.052
184,24,1219,189.117
184,37,1,0.013
184,62,1,5.086
185,0,17819,143.078
185,48,1,0.055
185,593,1036,197.485
186,0,18200,145.179
186,86,1019,198.286
186,131,1,0.041
186,165,2,0.036
187,0,18036,145.324
187,487,1031,203.183
188,0,18075,145.243
188,2,2,0.025
188,11,1,0.006
188,28,1,0.006
188,64,1,0.006
188,145,1134,190.879
188,683,7,0.167
189,0,18175,145.411
189,50,1002,198.813
190,0,18005,145.757
190,18,2,0.03
190,72,2,0.014
190,175,1036,186.269
191,0,17863,143.828
191,319,1015,195.905
191,1050,2,0.055
192,0,18374,147.245
192,43,1024,195.838
193,0,18065,145.141
193,634,3,0.197
193,689,2,0.011
193,808,1094,195.069
194,0,17984,144.3
194,7,8,25.044
194,10,2,0.043
194,430,972,174.058
194,792,1,0.006
195,0,18117,144.999
195,38,2,0.204
195,690,2,0.014
195,694,1102,204.972
196,0,18228,148.844
196,614,984,188.529
196,830,1,0.006
197,0,17891,142.879
197,50,1,0.014
197,53,1079,202.537
197,59,1,0.008
198,0,18046,145.496
198,247,976,198.339
198,290,5,0.165
199,0,17899,145.338
199,76,1,0.006
199,82,3,14.805
199,126,1,0.011
199,245,995,189.001
200,0,18120,145.889
200,103,8,0.205
200,149,7,0.108
200,308,1259,200.445
201,0,17868,143.994
201,17,2,0.08
201,346,1276,203.653
201,1213,1,0.009
202,0,18030,146.456
202,201,981,199.391
203,0,17933,144.204
203,99,1,0.006
203,101,942,202.175
204,0,18063,145.298
204,54,1,0.032
204,55,2,0.011
204,340,996,198.579
205,0,17978,144.991
205,240,1016,193.877
206,0,18147,146.986
206,506,6,0.11
206,525,1024,199.163
206,589,2,0.012
206,600,1,0.019
207,0,18065,145.102
207,27,2,0.037
207,212,938,184.749
208,0,18168,145.333
208,138,4,0.063
208,143,981,200.762
209,0,18110,143.843
209,86,1037,196.738
210,0,17819,143.047
210,28,2,0.013
210,34,6,0.047
210,49,1044,199.764
211,0,18013,145.981
211,61,3,0.087
211,71,1009,195.959
212,0,18057,144.802
212,31,2,0.106
212,46,2,0.011
212,204,1,0.006
212,210,987,193.663
213,0,17930,143.795
213,117,1052,190.467
214,0,17975,144.246
214,46,1,0.006
214,87,1,0.028
214,134,971,199.444
215,0,18097,146.393
215,18,10,0.06
215,302,1006,198.361
216,0,18189,146.399
216,68,1259,193.941
216,106,5,0.049
217,0,17936,143.537
217,19,1,0.006
217,157,978,197.394
217,565,1,0.006
218,0,18164,145.753
218,24,5,0.139
218,59,972,195.813
218,106,6,0.12
218,161,1,0.067
219,0,18006,145.71
219,6,1239,190.54
219,156,1,0.032
220,0,17861,142.329
220,164,974,193.278
220,670,4,0.053
220,678,27,0.758
220,682,1,0.007
220,756,3,0.112
221,0,17968,143.361
221,87,2,0.023
221,320,971,189.409
222,0,17889,144.609
222,78,3,0.109
222,165,1107,185.735
223,0,18068,147.152
223,46,5,0.112
223,279,936,200.662
224,0,17926,145.348
224,319,1008,197.086
225,0,17818,143.176
225,292,1189,198.052
226,0,18069,145.459
226,49,2,0.047
226,170,970,192.413
226,266,1,0.006
227,0,17947,144.266
227,331,981,193.817
228,0,17770,142.775
228,120,996,195.034
228,170,1,0.006
229,0,17953,144.948
229,66,2,0.065
229,195,1189,194.783
230,0,17900,143.461
230,62,1032,192.182
230,73,2,0.026
230,354,12,0.463
230,377,5,0.32
230,381,9,0.264
231,0,17854,144.739
231,149,9,15.489
231,176,1033,178.848
232,0,18001,144.654
232,108,1,0.043
232,121,1,0.018
232,318,974,197.784
233,0,18172,147.42
233,347,940,206.958
234,0,18006,145.401
234,29,6,0.214
234,381,1221,196.007
234,1029,2,0.108
235,0,18307,148.17
235,25,5,0.219
235,328,996,194.731
236,0,17895,143.833
236,209,1136,192.79
237,0,18090,146.924
237,3,3,0.173
237,48,2,0.013
237,69,2,0.044
237,173,986,197.358
238,0,18271,147.567
238,5,2,0.074
238,23,1169,192.652
239,0,17818,143.752
239,26,5,0.033
239,464,1,8.172
239,671,1060,178.945
239,677,1,6.789
240,0,17909,144.063
240,481,1068,198.948
241,0,17663,142.129
241,19,4,0.07
241,268,1284,200.135
242,0,17946,144.798
242,40,1,0.033
242,107,7,22.229
242,123,1,0.018
242,197,1000,172.206
242,356,1,0.013
243,0,17998,146.185
243,169,992,196.859
243,215,5,0.056
244,0,18290,148.373
244,52,986,195.374
245,0,18032,144.437
245,114,1034,197.715
246,0,17828,142.977
246,522,938,195.2
247,0,18323,147.378
247,93,1090,191.106
247,544,2,0.012
248,0,17875,145.035
248,12,1,0.111
248,13,4,0.04
248,62,1178,189.268
248,79,1,0.009
249,0,17964,145.993
249,400,1,0.006
249,477,974,198.872
250,0,17986,146.464
250,115,1021,184.975
251,0,18068,144.814
251,25,8,0.256
251,398,1242,190.848
252,0,17770,143.299
252,35,1184,191.717
253,0,17956,145.031
253,3,2,0.015
253,49,1031,192.247
254,0,18059,144.501
254,22,4,0.075
254,59,5,0.146
254,79,1,0.018
254,297,1217,192.147
255,0,17931,144.483
255,21,1100,183.471
255,89,1,4.242
256,0,18027,145.445
256,4,5,0.033
256,164,1032,198.926
257,0,17729,143.702
257,250,1140,191.267
257,538,1,0.006
257,556,13,0.329
257,568,1,0.008
258,0,17880,143.961
258,55,2,0.015
258,109,1021,196.807
259,0,17896,144.641
259,39,1010,197.755
259,608,1,0.006
259,612,1,0.078
260,0,17980,144.757
260,168,2,0.052
260,185,1,0.081
260,197,4,0.042
260,265,963,194.292
261,0,17862,142.94
261,136,1046,202.545
261,867,9,0.261
262,0,17910,145.535
262,23,2,0.011
262,45,1,0.294
262,327,1014,194.155
263,0,17867,144.707
263,799,1122,198.261
263,854,5,0.421
264,0,17778,143.477
264,35,1,0.163
264,355,962,197.585
265,0,18135,144.752
265,37,1167,197.722
265,91,1,0.017
266,0,17796,143.838
266,87,1,0.05
266,103,1,0.014
266,351,1011,192.254
267,0,17929,144.65
267,106,993,194.918
268,0,17958,144.886
268,306,991,195.353
269,0,17847,141.128
269,480,2,0.077
269,503,2,0.043
269,623,1,0.059
269,784,1114,190.407
270,0,17896,145.316
270,74,3,4.129
270,341,1022,193.367
271,0,18041,145.523
271,155,2,0.039
271,287,1,0.008
271,395,943,202.84
271,845,2,0.012
272,0,17797,144.197
272,449,1,0.019
272,597,1124,194.553
272,958,1,0.006
273,0,18070,144.629
273,600,1024,195.062
274,0,17833,145.53
274,101,979,157.624
274,259,4,30.65
275,0,18232,146.56
275,22,2,0.018
275,34,2,0.027
275,186,1313,205.187
276,0,18049,144.107
276,103,2,17.372
276,114,1,0.039
276,144,2,0.058
276,476,997,181.038
277,0,17987,143.602
277,253,1025,194.658
278,0,17864,144.491
278,311,1058,181.704
279,0,17918,143.481
279,38,2,0.012
279,79,979,197.803
279,160,5,0.03
280,0,18008,144.927
280,45,1005,193.061
280,61,1,0.008
281,0,17985,143.559
281,107,990,194.652
281,153,2,0.066
282,0,18078,146.467
282,343,1,0.006
282,396,1047,198.775
283,0,18242,148.315
283,190,1015,196.978
284,0,18031,146.174
284,59,1,0.006
284,246,1207,202.084
285,0,18142,147.088
285,26,1,0.026
285,47,1006,192.211
285,123,5,0.142
286,0,17951,145.823
286,18,4,0.164
286,20,1,0.006
286,121,1005,194.458
286,351,1,0.009
286,629,6,0.034
287,0,18140,144.5
287,2,5,0.196
287,62,4,0.041
287,65,2,0.03
287,162,1,0.031
287,378,1237,197.04
287,443,1,0.006
288,0,17853,143.305
288,36,2,0.096
288,61,4,0.033
288,410,1016,198.923
289,0,17940,144.501
289,196,1004,194.118
290,0,17945,144.509
290,5,11,17.996
290,6,1,0.006
290,62,2,0.011
290,141,6,0.14
290,155,989,180.823
290,160,1,0.007
291,0,18164,146.461
291,31,1088,198.294
291,117,2,0.011
291,234,1,0.045
292,0,18047,145.183
292,428,1016,190.11
293,0,18090,147.137
293,155,952,196.46
294,0,18065,145.363
294,97,961,196.909
294,103,3,0.079
295,0,17991,145.555
295,95,1,0.011
295,250,1008,194.767
296,0,18153,145.805
296,37,2,0.069
296,383,989,196.712
297,0,18055,145.704
297,44,1,0.076
297,350,1064,195.323
298,0,17941,144.812
298,76,993,194.106
299,0,17984,143.827
299,256,1033,183.857
299,366,1,8.248
300,0,17947,145.814
300,118,1009,195.555
301,0,18086,146.22
301,36,989,182.765
301,113,5,15.656
302,0,17939,145.489
302,9,3,0.071
302,18,1,0.006
302,29,994,191.781
302,116,1,0.006
303,0,18041,144.927
303,61,1,0.024
303,223,6,0.034
303,579,1069,197.395
304,0,18067,147.443
304,77,1,0.009
304,82,6,0.338
304,248,978,195.656
305,0,18307,147.039
305,627,3,0.017
305,642,2,0.057
305,734,1072,196.59
306,0,18082,145.11
306,123,1,0.006
306,339,1050,180.82
307,0,17988,144.487
307,22,3,0.071
307,62,1,0.006
307,259,1040,201.798
308,0,18019,144.029
308,2,1,0.006
308,256,1109,193.315
308,636,2,0.041
308,647,4,0.04
309,0,18017,144.931
309,29,1024,197.619
309,33,2,0.039
310,0,18202,146.362
310,15,1,0.025
310,30,2,0.04
310,356,1035,194.647
311,0,17847,144.564
311,547,940,195.098
312,0,17976,144.409
312,46,1,0.006
312,57,2,0.021
312,110,1,0.006
312,417,1063,200.354
313,0,17992,144.531
313,25,2,0.011
313,71,1,0.041
313,110,1004,195.445
314,0,18042,144.323
314,202,987,201.381
315,0,18157,147.073
315,32,2,0.066
315,41,1016,194.518
315,95,1,0.026
316,0,17985,144.522
316,25,1024,194.924
316,303,2,0.264
317,0,17818,144.124
317,47,1,0.006
317,87,988,192.721
317,145,10,0.159
318,0,18250,147.933
318,1,3,0.02
318,31,1017,203.287
319,0,18232,145.364
319,30,2,0.011
319,169,1001,193.584
320,0,17914,143.57
320,47,996,196.37
321,0,18103,145.483
321,39,950,185.666
321,75,1,0.006
322,0,17894,143.71
322,51,1045,196.535
322,97,4,0.12
323,0,17889,143.195
323,608,1052,202.522
324,0,17862,146.259
324,170,2,7.524
324,543,1021,187.542
325,0,18140,144.617
325,87,3,0.034
325,305,1025,195.616
326,0,17950,145.654
326,90,1207,198.679
327,0,17997,145.423
327,85,1,0.046
327,187,1023,187.607
328,0,18181,146.128
328,13,6,0.152
328,344,1006,196.086
329,0,18451,149.441
329,84,2,8.442
329,389,1266,187.149
329,1220,2,0.011
330,0,17702,141.56
330,273,1004,191.101
330,549,2,0.023
331,0,17937,144.597
331,209,1014,194.503
332,0,18082,146.206
332,49,977,200.877
332,57,2,0.012
333,0,18057,146.72
333,26,1142,184.525
334,0,17767,142.778
334,133,3,0.07
334,436,988,195.174
335,0,17810,144.092
335,181,5,0.102
335,388,1014,199.141
336,0,17842,144.963
336,6,3,0.071
336,245,2,0.042
336,355,935,197.566
337,0,17871,144.289
337,7,3,0.05
337,190,1,0.006
337,213,2,0.012
337,505,995,193.547
338,0,18065,146.961
338,149,1253,194.196
339,0,18131,145.08
339,4,2,0.033
339,76,1039,194.907
339,555,7,0.043
340,0,17877,143.73
340,64,2,0.011
340,81,1,0.006
340,120,6,14.973
340,292,973,181.716
340,1032,3,0.15
341,0,18015,146.176
341,18,3,0.073
341,517,1186,195.741
342,0,17902,143.4
342,205,1009,199.997
342,1015,2,0.034
343,0,18213,146.946
343,182,1062,190.272
344,0,17879,144.166
344,23,981,191.419
344,530,2,0.011
345,0,17903,143.677
345,48,6,0.121
345,164,1033,195.119
346,0,17961,145.197
346,24,1,0.007
346,37,1,0.045
346,163,2,9.143
346,313,983,188.061
347,0,17996,144.628
347,49,1129,190.148
347,698,1,0.345
348,0,18046,145.008
348,30,1,0.012
348,326,1042,195.372
349,0,17980,143.316
349,30,5,0.076
349,34,2,0.168
349,599,1050,192.674
350,0,17862,143.14
350,6,3,4.339
350,264,1175,193.053
351,0,17921,144.731
351,247,1234,198.552
351,855,1,0.009
352,0,17755,143.227
352,36,3,0.039
352,333,1035,195.33
353,0,18208,147.125
353,18,1,0.015
353,349,994,199.979
354,0,17818,144.094
354,17,1126,197.371
354,579,1,0.052
355,0,17889,142.25
355,193,1042,199.208
355,222,3,0.018
355,315,4,0.023
356,0,17780,144.187
356,28,5,0.211
356,35,1039,198.758
356,50,1,0.006
356,94,1,0.018
357,0,18090,144.636
357,9,5,0.245
357,97,1,0.006
357,180,7,0.225
357,388,1026,197.674
357,1082,3,0.049
358,0,17860,142.764
358,16,3,0.053
358,299,1,0.019
358,355,1002,202.951
359,0,17920,144.157
359,29,2,0.075
359,39,1,0.007
359,271,1051,203.392
360,0,18011,144.81
360,625,1014,204.621
361,0,18016,144.898
361,12,2,0.018
361,32,2,0.012
361,129,1018,196.508
361,597,11,0.143
361,615,1,0.041
361,616,1,0.024
361,658,2,0.054
361,664,6,0.158
361,705,1,0.022
362,0,17912,143.657
362,16,1232,197.956
362,75,1,0.018
362,111,1,0.03
362,376,1,0.065
363,0,17956,142.976
363,2,3,0.027
363,93,2,9.226
363,99,973,192.322
364,0,17850,143.454
364,93,1082,183.333
364,291,1,7.765
365,0,18223,145.399
365,112,1017,195.878
366,0,18197,146.953
366,184,1240,200.005
367,0,17988,143.951
367,37,1,0.106
367,559,1050,192.675
367,974,5,0.034
367,1097,1,0.031
368,0,17933,144.63
368,46,3,0.055
368,94,989,190.08
368,338,6,0.036
369,0,18017,146.457
369,48,1,0.012
369,79,1,0.088
369,211,2,0.011
369,339,992,185.131
370,0,17673,142.912
370,1,13,0.384
370,159,1153,195.288
370,1077,1,0.006
371,0,18168,146.264
371,31,1107,196.087
371,927,3,0.098
371,948,1,0.031
372,0,18050,144.127
372,123,988,200.321
373,0,18202,147.182
373,106,1241,187.435
373,155,4,18.454
373,1210,2,0.011
374,0,17883,144.953
374,308,1018,199.55
375,0,17926,145.02
375,368,1250,197.236
376,0,17926,146.065
376,24,9,0.061
376,30,2,0.035
376,38,2,0.042
376,123,1074,196.303
377,0,18032,145.962
377,36,1028,185.487
377,461,2,0.011
378,0,18179,145.818
378,19,3,0.017
378,30,3,0.017
378,64,1,0.024
378,80,3,0.017
378,342,1046,157.703
378,459,4,34.278
379,0,18180,146.824
379,30,998,179.529
379,117,3,17.879
379,128,3,0.083
380,0,17917,144.396
380,58,2,0.032
380,135,1177,195.037
381,0,17885,145.128
381,79,1038,197.665
381,80,1,0.019
381,138,1,0.006
382,0,18000,145.164
382,37,986,189.711
383,0,17921,143.865
383,210,972,199.398
384,0,18046,145.813
384,268,1,0.006
384,597,983,203.473
385,0,17994,145.193
385,371,987,197.959
386,0,17860,145.228
386,253,994,192.472
386,326,2,0.013
387,0,17910,144.238
387,90,2,17.454
387,208,993,173.258
387,319,2,0.012
388,0,17997,144.374
388,34,2,0.05
388,303,1015,191.293
389,0,18219,148.098
389,5,1,0.018
389,12,1087,197.684
389,28,6,0.064
389,34,2,0.015
389,35,3,0.103
