event_n,event_clusters,n_hits,energy_value
83,0,18216,144.419
83,20,456,51.19
84,0,18115,144.365
84,119,421,48.847
85,0,18109,143.644
85,43,1,0.058
85,48,431,50.829
86,0,18213,144.57
86,46,426,52.76
86,75,1,0.051
86,238,2,0.012
87,0,18194,145.229
87,149,387,48.431
88,0,18043,143.582
88,20,382,48.437
88,38,3,0.017
89,0,18182,144.294
89,97,457,48.95
90,0,18277,145.276
90,21,375,48.052
91,0,18130,143.564
91,25,457,48.65
92,0,18070,143.226
92,13,436,49.349
92,111,1,0.051
93,0,18032,143.886
93,27,455,49.339
93,57,1,0.024
94,0,18380,146.677
94,93,376,49.799
95,0,18120,145.703
95,43,408,50.24
96,0,17954,143.391
96,8,3,0.018
96,16,1,0.006
96,24,430,51.652
96,42,2,0.058
97,0,18174,143.713
97,20,396,47.405
97,53,2,0.054
97,127,2,0.021
98,0,17875,143.043
98,22,368,47.262
98,43,2,0.063
99,0,17911,141.936
99,11,369,46.439
100,0,18348,144.932
100,19,407,49.826
100,43,2,0.036
100,294,4,0.203
101,0,18103,144.449
101,29,421,49.031
102,0,17759,141.508
102,38,1,0.009
102,84,394,48.742
103,0,18052,143.693
103,20,404,49.999
104,0,18074,143.155
104,49,496,50.977
104,420,1,0.02
105,0,18116,144.999
105,71,2,0.065
105,91,425,49.244
105,176,3,0.116
105,184,1,0.044
106,0,18283,145.843
106,15,436,50.083
107,0,18186,145.757
107,61,375,47.478
108,0,18255,145.408
108,63,385,49.222
109,0,18241,146.461
109,21,417,48.504
110,0,18088,144.644
110,46,483,44.928
111,0,18224,145.89
111,39,490,50.057
112,0,18033,142.261
112,35,392,48.957
113,0,18050,143.513
113,26,3,0.102
113,57,1,0.006
113,135,434,51.89
114,0,18058,143.377
114,27,448,47.64
115,0,18130,144.024
115,10,432,47.299
116,0,17916,141.95
116,97,371,48.924
117,0,18087,145.268
117,59,404,49.846
118,0,18107,142.972
118,9,1,0.029
118,38,420,50.326
118,108,1,0.029
119,0,17960,143.698
119,16,395,49.14
120,0,18020,143.657
120,32,406,50.674
121,0,17998,144.217
121,17,425,50.762
121,90,2,0.04
122,0,18294,145.724
122,24,2,0.047
122,52,1,0.048
122,105,410,47.107
123,0,18075,144.847
123,82,411,50.295
123,277,2,0.011
124,0,18257,145.127
124,4,1,0.143
124,166,2,0.012
124,301,435,50.095
124,376,3,0.079
125,0,17952,144.359
125,79,382,48.432
126,0,18181,145.648
126,31,2,0.023
126,56,417,49.84
127,0,17956,141.763
127,44,423,47.513
128,0,17896,142.549
128,107,2,0.012
128,254,404,49.86
129,0,18200,144.509
129,110,388,49.81
130,0,18156,144.374
130,54,439,47.413
130,235,1,0.012
131,0,18133,144.375
131,36,508,49.61
132,0,18202,146.149
132,52,384,49.266
133,0,18275,145.234
133,74,442,50.9
133,213,1,0.006
134,0,18023,143.534
134,25,406,46.819
135,0,17949,141.958
135,57,400,48.377
136,0,18027,143.344
136,151,402,50.917
137,0,17973,142.2
137,30,2,0.038
137,40,479,48.759
138,0,18122,143.988
138,25,1,0.006
138,34,398,47.623
139,0,18095,144.512
139,75,413,50.56
140,0,18039,143.4
140,51,1,0.016
140,77,388,50.03
141,0,18148,144.166
141,56,1,0.007
141,92,420,49.244
142,0,18188,144.55
142,23,3,0.072
142,70,487,46.181
143,0,18065,143.769
143,36,416,50.829
144,0,18282,146.463
144,21,363,50.447
145,0,18289,144.822
145,18,456,50.556
145,36,1,0.028
146,0,17969,143.264
146,77,389,46.176
147,0,18112,144.251
147,3,1,0.042
147,49,376,46.868
148,0,18075,142.475
148,22,3,0.179
148,32,380,48.99
149,0,18068,144.653
149,18,390,48.895
150,0,18224,144.927
150,21,1,0.023
150,53,403,47.765
151,0,18122,144.313
151,25,392,45.861
152,0,17983,144.232
152,18,379,46.498
152,405,1,0.406
153,0,18231,145.777
153,77,416,48.366
154,0,18031,145.178
154,25,389,50.395
155,0,18169,144.656
155,1,3,0.062
155,83,1,0.059
155,112,385,47.947
156,0,18012,144.849
156,53,425,48.92
157,0,18051,144.937
157,199,441,48.473
158,0,18138,142.768
158,48,386,49.429
159,0,18060,142.243
159,18,414,48.628
160,0,18098,144.712
160,61,419,52.443
161,0,18154,145.309
161,8,471,47.514
162,0,18024,145.141
162,46,364,47.623
163,0,18181,143.485
163,157,432,49.82
163,462,1,0.037
164,0,18051,143.29
164,19,391,47.894
165,0,17791,141.854
165,104,427,51.043
166,0,18256,144.818
166,47,440,49.591
167,0,17976,144.46
167,8,467,50.788
168,0,18257,145.057
168,97,411,47.979
169,0,18260,145.816
169,23,2,0.11
169,30,447,50.08
170,0,18130,145.989
170,142,404,48.881
171,0,18113,144.318
171,55,423,51.083
172,0,18107,145.072
172,9,404,46.201
173,0,18118,144.402
173,12,380,48.853
174,0,18053,145.365
174,49,400,50.014
175,0,18121,144.341
175,8,2,0.013
175,16,9,0.055
175,137,1,0.006
175,220,426,49.123
176,0,18263,145.683
176,9,4,0.087
176,55,1,0.009
176,134,393,45.92
177,0,18039,143.961
177,5,5,0.284
177,21,3,0.064
177,47,1,0.02
177,80,1,0.024
177,108,478,50.154
178,0,18348,147.469
178,40,377,50.713
179,0,18223,145.114
179,49,422,50.85
180,0,17906,143.23
180,26,395,47.647
181,0,18114,145.993
181,19,2,0.013
181,24,426,47.5
182,0,18392,146.097
182,52,500,47.308
182,145,1,0.177
183,0,18096,144.12
183,58,382,49.155
184,0,17943,144.358
184,44,419,49.695
184,131,4,0.024
185,0,17960,143.24
185,34,405,47.664
185,107,2,0.012
186,0,18133,145.337
186,29,379,48.977
187,0,18306,145.965
187,60,381,46.613
188,0,18205,144.238
188,10,1,0.025
188,42,412,44.892
189,0,18289,146.113
189,107,403,47.066
189,113,1,0.059
190,0,18154,144.242
190,179,401,46.828
191,0,18149,144.816
191,5,2,0.018
191,8,2,0.032
191,10,3,0.018
191,57,391,47.484
191,108,4,0.024
192,0,18155,145.426
192,91,392,48.096
193,0,18018,143.715
193,109,384,50.616
193,329,2,0.011
194,0,17937,144.223
194,23,7,0.81
194,61,418,49.898
195,0,18312,145.35
195,161,447,51.523
196,0,18096,145.005
196,20,430,50.725
197,0,18270,144.564
197,47,410,51.66
198,0,18102,143.475
198,130,430,51.849
198,300,2,0.025
199,0,18076,143.359
199,27,396,46.606
200,0,17924,142.794
200,55,509,49.196
201,0,18098,142.717
201,16,2,0.023
201,36,455,50.187
202,0,18169,144.18
202,71,433,48.794
203,0,18148,146.546
203,36,428,50.711
203,100,1,0.006
204,0,18085,144.045
204,100,1,0.028
204,112,373,47.508
205,0,18003,143.645
205,193,2,0.012
205,311,394,48.329
206,0,18003,143.274
206,31,414,49.91
207,0,17882,143.494
207,35,451,51.206
207,87,1,0.019
207,319,1,0.006
207,342,2,0.012
208,0,18200,144.127
208,91,406,46.138
209,0,18135,144.529
209,23,375,50.865
210,0,18006,144.039
210,76,374,49.756
211,0,17916,142.714
211,116,1,0.037
211,145,381,50.565
212,0,18092,143.289
212,60,478,50.642
212,109,1,0.068
213,0,18013,143.588
213,4,1,0.045
213,115,387,44.113
214,0,18143,144.28
214,107,389,47.286
215,0,18215,145.847
215,28,3,0.071
215,54,509,51.227
216,0,17975,143.509
216,38,418,50.731
216,104,1,0.012
217,0,18322,146.41
217,31,1,0.008
217,111,381,50.79
218,0,18268,147.408
218,30,408,49.292
219,0,18030,143.716
219,53,392,50.575
220,0,18025,143.604
220,7,1,0.08
220,31,403,49.92
221,0,18270,144.935
221,43,482,46.368
221,68,1,0.01
222,0,17965,143.553
222,19,366,46.023
223,0,18166,145.413
223,34,448,50.027
223,112,1,0.062
224,0,18014,142.678
224,4,1,0.006
224,5,4,0.025
224,39,436,46.065
224,121,1,0.006
224,145,6,0.036
225,0,17937,143.853
225,43,382,51.172
226,0,18242,146.22
226,17,2,0.05
226,55,516,49.947
227,0,18045,144.427
227,27,402,49.186
227,102,3,0.017
228,0,18025,143.92
228,29,454,50.841
228,161,2,0.078
229,0,17940,142.269
229,1,4,0.026
229,27,406,49.706
229,415,2,0.035
230,0,18276,145.62
230,53,2,0.012
230,269,2,0.011
230,293,477,49.785
231,0,18235,145.261
231,33,1,0.043
231,35,403,45.276
232,0,17862,142.153
232,64,412,49.334
233,0,18005,143.067
233,45,429,48.305
233,57,6,0.233
233,75,2,0.08
234,0,18062,144.045
234,35,402,48.596
235,0,18002,142.353
235,40,410,49.828
236,0,17956,142.009
236,43,368,48.739
236,65,1,0.047
237,0,18214,144.832
237,43,380,49.001
238,0,18128,142.205
238,85,395,52.186
239,0,18205,146.347
239,122,387,49.086
240,0,18288,146.081
240,42,420,47.182
241,0,18206,144.913
241,7,2,0.059
241,14,4,0.024
241,46,434,50.946
242,0,18051,141.739
242,46,370,48.32
243,0,17971,142.462
243,25,375,51.844
244,0,17979,143.323
244,122,414,49.352
245,0,18146,144.239
245,70,423,49.709
246,0,18042,143.675
246,16,347,47.347
247,0,18009,144.334
247,51,374,48.51
248,0,18117,143.709
248,55,358,47.484
248,89,2,0.057
249,0,17762,141.474
249,7,2,0.04
249,35,397,50.436
250,0,18244,144.517
250,54,500,49.677
251,0,18203,143.299
251,133,394,49.398
252,0,18283,145.767
252,62,395,46.51
253,0,17970,142.81
253,30,406,48.798
254,0,18150,144.205
254,37,484,50.563
255,0,18158,145.122
255,5,389,48.396
255,64,1,0.038
256,0,18152,144.928
256,3,2,0.067
256,28,438,50.901
257,0,18141,144.733
257,56,439,47.772
258,0,18214,145.759
258,5,4,0.025
258,37,379,49.02
258,42,1,0.017
258,128,2,0.012
259,0,18037,144.082
259,2,1,0.059
259,18,446,49.598
260,0,18068,142.842
260,27,398,49.314
261,0,18103,145.081
261,10,2,0.028
261,112,383,47.536
261,356,1,0.04
261,357,2,0.024
262,0,18272,145.16
262,4,5,0.03
262,68,397,46.656
262,412,7,0.042
263,0,18100,144.772
263,34,390,48.648
264,0,18201,145.773
264,20,1,0.022
264,46,388,48.601
264,241,2,0.16
265,0,17909,142.258
265,46,1,0.021
265,51,414,52.09
266,0,17877,142.208
266,127,391,49.823
267,0,17959,141.469
267,2,1,0.016
267,68,422,52.76
267,93,1,0.047
267,323,1,0.029
267,333,2,0.022
267,336,3,0.065
268,0,18226,145.298
268,92,3,0.037
268,140,404,48.845
269,0,17872,142.536
269,57,376,45.838
270,0,17962,142.311
270,15,384,51.02
270,95,2,0.012
271,0,18197,146.297
271,72,427,49.98
272,0,17974,142.031
272,20,414,48.223
272,315,1,0.006
273,0,17984,142.347
273,34,413,48.854
273,75,3,0.072
274,0,18151,143.146
274,66,4,0.126
274,159,399,50.626
275,0,18083,142.926
275,10,447,48.597
276,0,18175,144.471
276,19,2,0.038
276,68,482,48.469
277,0,18023,142.268
277,114,3,0.018
277,244,423,50.459
278,0,18399,147.346
278,27,416,50.635
279,0,17969,141.833
279,98,371,45.85
280,0,18370,146.6
280,20,455,51.998
281,0,17936,143.068
281,28,398,49.574
281,96,1,0.006
282,0,18060,143.429
282,71,393,50.404
283,0,18280,146.797
283,16,375,47.462
284,0,18138,145.305
284,43,458,47.578
285,0,18051,144.189
285,43,428,51.253
285,50,1,0.195
285,62,1,0.046
285,94,4,0.218
286,0,18041,144.439
286,54,418,49.674
287,0,18236,145.174
287,31,402,49.01
288,0,18023,142.743
288,10,2,0.012
288,150,427,50.722
289,0,18092,144.346
289,50,401,51.824
290,0,18195,146.583
290,38,393,51.391
291,0,18020,144.092
291,44,354,46.321
291,167,1,0.018
292,0,18170,147.216
292,171,450,49.591
293,0,17928,143.115
293,32,389,47.573
293,132,1,0.03
294,0,17946,143.287
294,59,412,51.052
295,0,18158,144.586
295,25,386,47.233
296,0,18051,143.618
296,171,379,48.905
297,0,18132,144.923
297,37,463,48.598
298,0,17806,141.59
298,35,371,47.828
299,0,17962,145.633
299,30,422,48.287
300,0,18182,145.636
300,34,411,48.184
300,116,1,0.018
301,0,18061,143.705
301,34,400,48.176
301,303,3,0.053
302,0,17941,141.75
302,13,491,49.934
303,0,18171,144.848
303,6,3,0.057
303,64,393,47.132
304,0,18007,143.38
304,29,444,48.57
305,0,18323,145.928
305,46,397,47.32
306,0,18106,143.131
306,69,418,50.12
307,0,18169,144.519
307,18,389,45.411
308,0,18117,142.965
308,18,434,49.457
308,31,1,0.05
309,0,17979,142.282
309,7,1,0.008
309,49,483,48.278
309,413,2,0.038
310,0,18053,142.562
310,42,357,44.613
311,0,18103,144.751
311,30,464,50.521
312,0,18152,144.949
312,40,404,49.339
312,63,1,0.023
313,0,18105,143.411
313,19,463,49.108
313,43,2,0.209
314,0,17733,140.53
314,327,387,48.228
315,0,17925,142.918
315,28,350,47.978
316,0,18120,144.378
316,29,381,46.494
317,0,17948,144.781
317,32,1,0.071
317,100,490,49.877
317,108,1,0.009
318,0,18235,145.645
318,106,411,47.551
319,0,18058,143.345
319,13,459,49.864
320,0,18194,146.406
320,111,461,47.097
321,0,18027,142.722
321,4,2,0.012
321,24,394,49.688
321,178,2,0.011
322,0,18228,145.831
322,16,1,0.023
322,111,389,50.25
323,0,18180,143.792
323,33,1,0.021
323,80,387,50.542
324,0,18038,142.697
324,11,2,0.022
324,24,409,46.918
325,0,18186,144.45
325,33,1,0.178
325,36,404,43.533
326,0,18391,147.041
326,45,400,46.977
327,0,18317,146.161
327,48,399,49.08
328,0,18107,143.75
328,137,437,51.5
329,0,17947,142.41
329,50,410,48.473
330,0,18005,142.721
330,65,441,49.245
331,0,18199,146.197
331,27,412,49.854
332,0,17823,141.295
332,69,3,0.018
332,74,3,0.019
332,85,425,50.485
333,0,18190,144.39
333,36,411,51.764
334,0,18141,144.781
334,25,415,47.953
334,149,5,0.03
335,0,18070,143.319
335,2,3,0.022
335,7,2,0.018
335,26,383,47.384
336,0,17994,142.33
336,10,2,0.025
336,32,445,51.258
337,0,18089,144.681
337,54,356,48.105
337,297,2,0.011
338,0,18192,142.899
338,37,436,49.682
339,0,17777,139.85
339,10,2,0.014
339,66,441,49.015
340,0,18101,143.154
340,27,401,48.181
340,127,3,0.053
341,0,18049,143.737
341,37,430,53.837
342,0,18286,143.716
342,33,390,49.328
343,0,17888,141.588
343,31,403,47.184
344,0,18011,143.842
344,4,2,0.015
344,91,400,48.616
344,309,2,0.013
345,0,18102,142.009
345,7,4,0.025
345,84,410,49.275
345,426,3,0.13
346,0,18308,146.592
346,2,4,0.024
346,24,405,50.149
346,119,1,0.008
346,216,1,0.006
347,0,18074,145.171
347,43,391,48.392
347,76,1,0.03
348,0,18177,143.778
348,50,426,47.757
348,68,1,0.026
348,75,1,0.023
349,0,18234,144.06
349,4,1,0.006
349,39,1,0.006
349,130,401,49.56
350,0,17880,143.549
350,68,407,49.679
351,0,17967,142.034
351,5,3,0.019
351,11,4,0.023
351,18,2,0.012
351,186,368,48.75
352,0,18278,144.907
352,57,448,49.68
352,190,1,0.018
353,0,18083,145.426
353,39,391,47.62
353,358,3,0.017
354,0,18288,147.207
354,186,438,50.194
355,0,17949,141.611
355,7,1,0.039
355,137,476,50.369
356,0,18028,143.407
356,108,417,52.531
357,0,18095,143.697
357,30,403,48.195
358,0,18025,143.371
358,15,462,48.095
359,0,18060,142.49
359,36,377,48.506
360,0,18051,143.223
360,75,448,49.453
360,194,1,0.007
361,0,18220,143.781
361,16,2,0.012
361,88,433,51.953
362,0,17967,142.64
362,23,400,47.145
362,41,1,0.034
363,0,18151,145.331
363,12,392,48.133
364,0,18145,145.958
364,18,394,53.938
364,38,1,0.024
364,117,6,0.036
365,0,18278,145.756
365,18,477,49.159
366,0,18050,144.319
366,25,394,50.573
367,0,18213,144.413
367,94,417,47.071
367,178,3,0.024
368,0,17845,142.517
368,19,417,50.563
368,134,3,0.017
369,0,18150,144.749
369,16,412,48.122
369,103,1,0.025
370,0,17947,142.45
370,401,397,48.482
371,0,18319,146.131
371,34,4,0.15
371,39,415,47.065
371,295,3,0.042
372,0,17996,144.387
372,11,1,0.019
372,12,2,0.023
372,34,372,48.388
373,0,17898,142.559
373,36,396,50.821
374,0,18153,144.301
374,38,419,46.281
375,0,18042,144.213
375,22,1,0.014
375,62,1,0.013
375,71,467,48.507
376,0,18132,144.586
376,19,399,46.553
376,115,1,0.057
376,185,1,0.123
377,0,17871,140.702
377,30,416,48.151
377,90,1,0.027
378,0,18271,146.551
378,105,471,50.288
378,408,7,0.241
378,430,2,0.054
379,0,17918,141.919
379,20,388,49.104
380,0,18140,144.762
380,158,368,46.933
381,0,17980,143.034
381,20,413,47.738
381,320,5,0.03
382,0,18138,145.055
382,24,373,50.115
383,0,18199,144.288
383,246,423,49.694
384,0,17980,143.873
384,15,481,49.33
384,440,1,0.02
385,0,18075,144.032
385,10,2,0.011
385,90,418,49.789
386,0,18073,143.938
386,271,440,50.624
387,0,18098,144.102
387,29,381,50.204
387,181,2,0.013
388,0,18096,144.962
388,13,464,48.072
389,0,17987,142.372
389,44,408,47.408
390,0,18165,144.461
390,56,468,48.988
391,0,18106,144.554
391,25,391,50.836
392,0,18297,145.059
392,24,2,0.04
392,28,415,49.032
393,0,17985,142.027
393,115,413,48.365
394,0,18002,143.155
394,67,435,49.581
394,117,1,0.009
395,0,17887,142.909
395,15,409,50.06
395,84,4,0.072
396,0,18093,144.282
396,46,378,52.153
397,0,17961,143.295
397,23,396,50.516
398,0,18091,143.635
398,58,456,43.976
399,0,18230,144.755
399,13,1,0.016
399,17,432,49.617
399,30,10,0.472
399,43,2,0.069
399,71,1,0.009
399,73,3,0.056
400,0,18199,145.257
400,5,5,0.03
400,50,420,48.01
400,73,2,0.012
401,0,18191,144.237
401,36,404,48.826
402,0,18070,144.822
402,38,3,0.132
402,53,456,49.016
403,0,18175,144.931
403,26,375,50.172
404,0,17913,143.13
404,12,425,49.157
404,131,5,0.051
405,0,17905,143.935
405,32,401,49.888
406,0,17813,140.924
406,30,2,0.03
406,103,420,51.623
406,110,1,0.052
407,0,17974,142.529
407,16,3,0.018
407,45,410,46.631
408,0,17891,141.994
408,18,415,51.082
408,195,2,0.072
409,0,17967,143.53
409,19,1,0.057
409,37,428,48.895
410,0,18157,145.237
410,73,394,46.939
411,0,18046,143.273
411,79,372,46.448
412,0,17906,141.399
412,25,386,48.48
413,0,17925,142.184
413,80,413,48.149
414,0,17893,141.913
414,13,3,0.019
414,49,1,0.033
414,77,357,47.407
415,0,18044,143.218
415,4,2,0.031
415,30,1,0.009
415,77,398,50.379
416,0,17980,142.503
416,103,406,47.624
417,0,18278,143.962
417,90,343,46.787
418,0,18042,144.87
418,34,360,47.19
419,0,18082,143.191
419,27,469,48.223
419,41,1,0.026
419,445,4,0.074
420,0,18262,144.731
420,35,449,49.278
421,0,18047,143.542
421,5,2,0.012
421,31,407,53.26
422,0,18110,144.444
422,26,382,50.621
423,0,18166,145.558
423,19,446,46.83
424,0,17949,142.527
424,35,421,48.992
425,0,18103,143.862
425,67,492,49.665
425,473,2,0.013
426,0,17992,143.235
426,23,2,0.033
426,38,363,47.199
427,0,18207,146.229
427,9,2,0.03
427,24,406,49.482
427,38,3,0.104
427,425,2,0.011
428,0,18226,145.066
428,83,390,50.051
429,0,18119,143.91
429,11,445,47.359
429,23,1,0.018
430,0,18110,143.539
430,85,387,50.27
430,338,1,0.039
431,0,17893,143.108
431,24,3,0.042
431,39,427,50.525
432,0,18171,145.303
432,42,416,50.536
433,0,18087,144.428
433,18,442,48.066
434,0,17944,143.933
434,23,415,45.311
435,0,18144,145.089
435,33,420,53.26
436,0,18122,142.904
436,25,412,49.211
437,0,18279,145.268
437,25,384,48.818
437,42,1,0.017
437,73,1,0.006
438,0,18037,143.979
438,14,460,45.959
438,106,2,0.056
439,0,18084,143.277
439,14,4,0.063
439,134,397,50.845
440,0,18032,143.907
440,2,2,0.044
440,69,3,0.061
440,77,384,47.599
441,0,17845,141.394
441,18,2,0.012
441,74,1,0.006
441,97,415,49.512
442,0,17977,142.942
442,24,397,47.542
443,0,17895,142.585
443,59,2,0.076
443,77,399,46.426
443,102,1,0.01
444,0,18287,145.043
444,14,426,51.394
445,0,17987,143.046
445,44,2,0.024
445,89,389,48.727
445,418,7,0.042
446,0,17994,145.002
446,100,364,47.012
447,0,18368,146.937
447,99,382,48.165
447,193,3,0.017
448,0,18128,143.494
448,125,411,54.362
449,0,18235,145.08
449,70,383,49.546
450,0,18211,144.909
450,24,426,47.382
450,46,2,0.066
451,0,17924,142.778
451,45,397,49.139
452,0,18310,147.3
452,35,417,53.199
453,0,18109,145.03
453,18,436,48.569
453,198,2,0.075
454,0,18304,145.857
454,259,3,0.018
454,287,422,48.107
454,334,4,0.11
455,0,18081,141.463
455,33,416,49.359
456,0,18219,145.222
456,26,403,47.979
457,0,18123,144.338
457,56,409,50.622
458,0,18230,147.075
458,33,416,50.341
459,0,17910,142.082
459,21,398,46.782
460,0,17964,143.428
460,131,418,48.276
461,0,18068,143.412
461,22,430,50.269
462,0,18192,144.037
462,4,454,49.449
463,0,17994,143.061
463,22,1,0.082
463,50,382,47.963
464,0,18099,145.28
464,27,406,49.69
465,0,17987,144.181
465,12,1,0.055
465,14,449,45.895
466,0,18224,144.467
466,29,4,0.023
466,89,436,46.171
466,97,1,0.065
467,0,18188,144.683
467,19,4,0.024
467,27,399,49.384
467,72,3,0.019
467,73,1,0.044
468,0,17882,141.116
468,57,404,49.733
468,425,3,0.101
469,0,18091,142.677
469,21,1,0.027
469,25,407,48.015
470,0,17989,142.837
470,13,458,48.59
470,66,3,0.058
471,0,18284,146.603
471,8,3,0.017
471,79,376,49.376
472,0,18116,142.938
472,46,388,47.673
473,0,18154,145.229
473,38,393,50.389
474,0,18324,146.818
474,19,398,48.378
474,89,2,0.1
475,0,18058,144.853
475,12,510,53.103
476,0,17914,141.563
476,40,1,0.043
476,62,381,49.128
477,0,18090,144.93
477,20,399,47.567
478,0,17692,142.207
478,26,420,45.933
479,0,18019,144.032
479,20,3,0.049
479,34,1,0.097
479,41,425,48.986
480,0,18039,143.673
480,34,410,49.786
480,334,2,0.012
481,0,18280,145.055
481,36,448,51.457
482,0,18189,144.487
482,33,421,50.034
483,0,18043,144.852
483,27,378,50.143
483,105,1,0.077
484,0,18190,145.288
484,17,485,46.687
484,21,1,0.051
485,0,18397,146.442
485,30,477,48.64
486,0,18162,145.599
486,13,2,0.036
486,22,1,0.116
486,151,2,0.011
486,195,9,0.325
486,283,422,51.113
487,0,18013,144.301
487,12,2,0.08
487,36,458,50.579
488,0,18123,143.75
488,15,399,48.052
488,45,2,0.062
489,0,18234,145.572
489,17,368,46.873
490,0,18110,144.462
490,27,2,0.026
490,48,413,47.427
491,0,17849,142.499
491,76,415,48.842
492,0,17998,143.705
492,61,411,48.774
493,0,18039,144.26
493,22,400,49.5
493,36,1,0.013
494,0,18140,143.582
494,38,394,46.735
495,0,18294,145.501
495,13,397,49.615
495,32,1,0.016
496,0,17957,141.035
496,87,402,48.946
497,0,18291,146.052
497,37,390,48.862
498,0,18111,143.998
498,52,2,0.038
498,96,409,52.926
499,0,18104,142.548
499,25,395,48.483
500,0,18112,143.079
500,22,386,49.442
500,122,3,0.017
500,128,1,0.023
501,0,18241,147.088
501,96,380,48.074
502,0,17879,140.01
502,11,404,48.552
502,70,4,0.139
503,0,18120,143.986
503,7,1,0.006
503,12,2,0.012
503,60,463,50.783
504,0,17931,141.554
504,98,394,49.068
