event_n,event_clusters,n_hits,energy_value
70,0,18196,147.184
70,29,244,25.24
71,0,17990,142.435
71,22,222,25.455
72,0,17958,144.893
72,42,281,23.036
73,0,17901,142.94
73,116,281,25.379
74,0,18182,145.845
74,23,241,24.274
75,0,17939,144.975
75,12,299,25.071
76,0,18174,145.008
76,44,269,23.314
77,0,18199,146.008
77,32,279,22.85
77,38,5,0.161
78,0,17721,141.112
78,46,274,24.551
79,0,18180,146.537
79,45,259,23.981
80,0,18137,144.92
80,26,228,22.508
81,0,18021,145.066
81,24,250,25.241
81,166,2,0.013
82,0,18170,147.792
82,24,237,24.588
82,78,1,0.052
83,0,17886,143.461
83,13,291,24.831
84,0,18108,144.283
84,18,322,25.262
84,72,1,0.058
85,0,18051,145.741
85,14,299,26.204
86,0,18029,144.084
86,15,265,24.068
87,0,17949,144.142
87,38,248,25.208
87,243,3,0.023
88,0,18115,143.5
88,12,284,26.123
89,0,18054,145.176
89,23,229,24.345
90,0,18011,144.022
90,44,279,23.967
91,0,18311,146.868
91,55,241,23.787
92,0,17990,144.489
92,46,232,22.738
93,0,18058,144.924
93,20,237,24.279
93,262,2,0.012
94,0,17948,144.731
94,58,272,25.883
95,0,18060,145.257
95,216,235,25.608
96,0,17979,143.17
96,33,243,24.23
97,0,18087,145.679
97,35,247,25.803
98,0,18104,145.093
98,33,266,26.224
99,0,17863,141.402
99,6,2,0.121
99,24,243,24.412
100,0,18109,144.105
100,35,250,22.61
101,0,17771,141.989
101,44,230,22.195
102,0,17918,143.475
102,20,249,23.216
103,0,18098,145.525
103,46,323,25.129
104,0,18116,145.797
104,19,248,23.849
105,0,18068,145.678
105,36,230,23.877
106,0,18103,144.929
106,8,285,25.761
107,0,18293,146.464
107,23,1,0.063
107,33,250,26.192
108,0,18101,145.288
108,27,253,24.488
109,0,18071,143.683
109,19,237,23.654
110,0,18291,147.882
110,18,246,23.992
111,0,18286,146.378
111,58,3,0.16
111,62,229,23.478
112,0,17957,143.04
112,43,227,24.025
113,0,18139,146.973
113,38,242,23.362
114,0,18172,146.376
114,18,299,26.69
115,0,17957,144.409
115,27,260,23.712
116,0,18191,146.729
116,43,234,24.007
117,0,18126,146.501
117,15,1,0.084
117,50,306,23.765
118,0,17942,143.29
118,17,280,24.233
119,0,18193,145.825
119,19,253,24.478
120,0,17923,143.076
120,26,1,0.169
120,27,1,0.006
120,58,240,23.295
121,0,18124,146.357
121,21,280,24.356
122,0,18035,143.175
122,22,240,25.365
123,0,18204,145.648
123,272,278,27.039
124,0,18098,145.019
124,24,320,25.184
124,84,2,0.02
125,0,18276,145.855
125,8,297,23.901
126,0,17901,142.772
126,12,270,23.785
127,0,17972,144.932
127,35,301,24.461
127,67,1,0.093
128,0,18039,144.251
128,55,247,23.153
129,0,18053,146.828
129,10,1,0.006
129,71,244,24.72
129,77,2,0.068
129,138,1,0.006
130,0,18116,146.755
130,53,251,23.833
131,0,17905,144.146
131,27,262,25.593
132,0,18127,145.83
132,32,248,23.275
133,0,18139,143.963
133,14,283,23.985
133,17,1,0.028
134,0,17909,144.088
134,26,242,23.184
135,0,18265,146.651
135,197,249,25.417
135,203,2,0.038
136,0,18150,145.197
136,27,222,24.949
136,33,2,0.015
137,0,18117,145.149
137,17,272,22.24
138,0,18203,146.518
138,38,290,24.844
139,0,18217,144.081
139,31,222,23.019
140,0,18114,144.935
140,32,240,25.338
141,0,18297,146.722
141,46,229,21.515
142,0,18236,145.767
142,21,229,23.348
142,51,1,0.008
143,0,17825,141.909
143,13,242,24.207
144,0,18056,145.083
144,17,256,22.314
145,0,18048,142.65
145,26,253,24.632
146,0,17992,144.022
146,37,295,25.615
147,0,17945,143.916
147,47,251,25.467
148,0,18080,144.666
148,35,255,27.183
149,0,18090,145.185
149,28,243,24.027
150,0,17728,141.507
150,98,258,26.022
151,0,17944,143.21
151,42,268,26.476
152,0,18312,145.573
152,24,238,23.019
153,0,18056,145.885
153,47,254,23.055
154,0,17997,143.737
154,34,279,24.755
155,0,18001,144.904
155,43,217,22.817
156,0,18322,148.092
156,59,287,24.33
157,0,18184,146.057
157,22,245,24.37
158,0,18193,144.594
158,19,282,25.472
159,0,18242,146.819
159,158,247,24.922
160,0,18156,145.99
160,45,258,24.668
161,0,18020,144.889
161,41,223,22.216
162,0,17943,144.236
162,31,244,24.188
163,0,18114,145.445
163,13,1,0.113
163,38,240,23.87
164,0,18066,144.188
164,42,226,23.38
164,45,4,0.029
165,0,18057,143.696
165,51,231,25.786
166,0,18312,146.887
166,31,265,24.899
167,0,18064,144.154
167,25,252,23.906
167,40,2,0.063
168,0,18061,146.189
168,34,246,24.349
168,137,1,0.216
169,0,18061,146.21
169,19,264,23.113
170,0,18021,144.855
170,49,262,23.436
171,0,18308,147.059
171,18,257,24.794
171,57,2,0.055
172,0,18260,147.106
172,7,2,0.149
172,12,282,24.583
173,0,18313,147.398
173,12,246,23.745
174,0,18143,146.717
174,24,246,24.9
175,0,18367,148.571
175,14,244,24.4
176,0,17970,144.849
176,42,256,25.809
176,77,5,0.174
177,0,18303,147.012
177,70,252,25.319
178,0,17909,144.381
178,49,264,24.092
179,0,17984,143.355
179,30,245,25.025
180,0,17973,143.977
180,142,252,25.004
181,0,17961,143.184
181,30,268,24.171
182,0,17997,143.63
182,38,252,24.39
183,0,17880,143.451
183,28,240,23.355
184,0,18185,147.052
184,14,270,24.871
184,51,1,0.064
185,0,18059,145.269
185,53,231,27.367
185,232,2,0.013
186,0,18120,145.501
186,48,239,23.823
187,0,18152,145.607
187,29,270,25.285
188,0,18121,144.091
188,62,238,24.568
188,183,5,0.034
189,0,18022,143.234
189,64,277,26.366
190,0,18180,146.496
190,31,255,24.058
191,0,18293,145.434
191,41,240,23.261
191,65,1,0.165
192,0,18124,145.093
192,39,243,22.315
193,0,17922,143.975
193,20,239,25.149
193,209,1,0.051
194,0,18264,147.063
194,6,3,0.03
194,45,245,24.038
195,0,18103,144.261
195,19,271,23.604
195,123,2,0.013
196,0,17847,143.276
196,8,300,22.425
197,0,17926,144.705
197,13,253,26.158
198,0,17960,143.172
198,46,277,24.795
198,80,3,0.124
199,0,18059,145.659
199,14,3,0.085
199,20,288,24.283
200,0,18084,145.665
200,34,248,25.423
201,0,18284,145.709
201,23,268,25.67
201,48,2,0.123
202,0,18165,145.426
202,51,242,25.545
203,0,18229,145.985
203,26,250,22.714
204,0,18304,148.083
204,31,217,24.106
205,0,17968,144.253
205,17,272,25.33
206,0,18093,145.463
206,13,246,24.888
207,0,18089,145.631
207,26,257,26.07
208,0,18002,144.925
208,23,266,24.037
208,242,1,0.024
209,0,18049,145.2
209,35,255,25.971
210,0,17953,143.111
210,47,238,25.459
211,0,18091,142.165
211,12,220,27.359
212,0,18044,145.3
212,37,288,24.588
212,135,4,0.112
213,0,17893,142.807
213,31,253,26.072
214,0,18505,149.747
214,43,275,24.562
215,0,18334,147.973
215,20,224,23.33
216,0,17958,144.599
216,15,10,0.069
216,38,254,24.292
216,42,1,0.05
216,82,1,0.032
217,0,18195,145.386
217,59,238,25.321
218,0,18110,145.455
218,25,293,25.339
219,0,18264,147.143
219,42,262,25.765
220,0,18132,145.047
220,9,2,0.026
220,59,233,20.513
221,0,18097,145.363
221,50,267,25.096
222,0,18198,146.41
222,11,1,0.027
222,31,251,24.71
223,0,18000,142.554
223,24,275,24.876
224,0,18034,145.432
224,15,252,22.597
225,0,18069,145.405
225,36,243,24.881
226,0,18141,142.706
226,139,4,0.033
226,142,5,0.031
226,156,272,25.067
227,0,17851,144.216
227,112,233,26.398
228,0,18146,144.201
228,71,3,0.026
228,117,244,24.357
229,0,17932,145.045
229,30,232,23.853
230,0,18051,143.328
230,23,245,20.637
230,125,3,0.045
231,0,18066,145.358
231,65,236,22.812
232,0,18020,144.308
232,19,274,25.412
232,82,1,0.014
233,0,18131,145.458
233,106,234,24.369
234,0,17967,144.351
234,53,308,25.172
235,0,18183,146.446
235,24,243,26.033
235,25,1,0.077
236,0,18011,143.394
236,44,226,23.183
237,0,17987,144.065
237,86,236,24.717
238,0,18162,147.003
238,11,3,0.046
238,15,292,23.027
239,0,18232,146.156
239,31,242,23.16
240,0,18360,147.455
240,34,258,22.358
241,0,17832,142.162
241,52,243,24.906
242,0,18011,143.683
242,31,266,26.059
243,0,18391,147.475
243,10,305,23.607
244,0,17845,144.379
244,21,237,23.758
245,0,17866,143.304
245,40,263,24.024
245,45,1,0.024
246,0,18037,144.819
246,16,227,24.704
247,0,17889,143.308
247,3,233,23.482
248,0,18160,144.8
248,51,1,0.038
248,167,250,25.795
249,0,18081,146.042
249,28,238,21.87
250,0,18126,144.741
250,45,238,24.884
251,0,18214,146.679
251,22,307,23.866
251,26,1,0.093
252,0,18051,144.375
252,66,229,25.952
253,0,17879,143.205
253,18,262,26.511
254,0,18076,145.845
254,76,246,24.117
255,0,18323,145.869
255,59,255,26.488
256,0,18186,143.902
256,26,244,22.411
257,0,17941,142.956
257,40,252,22.229
258,0,18058,145.38
258,24,239,23.258
258,40,2,0.063
259,0,17958,145.087
259,24,225,22.488
260,0,17940,143.632
260,186,2,0.014
260,214,265,25.122
261,0,18349,147.531
261,49,258,24.498
262,0,17893,142.798
262,15,306,24.252
263,0,17984,143.885
263,19,236,26.603
264,0,17955,144.241
264,53,239,24.73
265,0,18359,148.281
265,43,217,24.11
266,0,18163,146.201
266,47,254,24.522
267,0,18024,143.765
267,49,250,22.573
268,0,18111,147.813
268,18,223,24.606
269,0,18006,143.866
269,41,270,25.512
270,0,18117,144.266
270,42,235,23.743
270,214,1,0.006
270,215,4,0.025
270,238,2,0.017
271,0,18122,145.209
271,14,235,23.375
272,0,18096,145.522
272,71,253,24.373
273,0,17972,143.401
273,44,251,22.916
274,0,18115,146.146
274,22,266,25.147
275,0,18255,148.34
275,28,289,23.14
275,46,1,0.048
276,0,18240,144.844
276,46,226,23.627
277,0,17912,142.382
277,20,267,24.305
278,0,17900,142.356
278,32,226,25.387
279,0,18037,144.555
279,33,244,23.226
280,0,18162,146.185
280,17,1,0.029
280,22,271,24.153
281,0,18315,147.018
281,12,279,23.664
282,0,17891,142.624
282,15,1,0.018
282,60,249,25.042
282,164,2,0.051
283,0,18079,145.467
283,60,267,25.344
284,0,17895,141.767
284,15,275,24.342
285,0,18366,147.934
285,58,229,24.772
285,206,4,0.027
286,0,18160,146.551
286,52,246,24.355
287,0,18035,145.309
287,39,257,24.6
288,0,18206,145.055
288,17,286,22.994
289,0,18109,143.761
289,4,2,0.021
289,36,286,22.795
290,0,18285,146.846
290,29,267,23.545
291,0,18495,148.379
291,39,278,23.833
292,0,18183,145.65
292,33,262,24.353
293,0,17961,143.608
293,19,219,23.313
294,0,17908,143.831
294,41,229,24.256
295,0,18062,145.557
295,47,226,23.158
296,0,18045,144.231
296,35,297,24.197
296,56,1,0.022
297,0,18147,146.445
297,28,231,22.858
298,0,17949,145.223
298,18,227,25.561
299,0,17844,143.618
299,53,302,23.586
300,0,18146,146.599
300,15,3,0.019
300,39,280,23.667
300,148,2,0.09
301,0,17914,142.267
301,20,238,22.226
302,0,18013,143.54
302,22,281,23.159
302,58,1,0.028
303,0,18105,145.209
303,38,271,24.456
304,0,17920,142.048
304,24,245,25.235
305,0,18147,146.677
305,18,234,23.226
306,0,18010,144.539
306,48,241,23.038
307,0,17966,144.125
307,29,244,24.11
308,0,18142,145.585
308,37,221,23.43
309,0,18035,144.239
309,43,292,24.332
310,0,18177,145.7
310,72,248,24.505
311,0,18183,148.133
311,9,266,23.803
311,27,1,0.018
312,0,18330,148.6
312,13,234,22.251
313,0,18277,146.77
313,165,258,25.391
314,0,18032,144.802
314,49,247,23.144
314,122,1,0.041
314,161,3,0.021
315,0,17956,142.551
315,21,281,24.477
315,43,2,0.02
316,0,18199,146.022
316,21,267,22.617
317,0,18297,146.993
317,44,265,25.404
318,0,18090,146.616
318,53,259,22.827
319,0,18093,144.052
319,46,250,23.732
320,0,18152,146.302
320,40,277,25.522
321,0,17930,143.639
321,36,262,25.853
322,0,18046,145.62
322,12,262,24.716
322,275,3,0.019
323,0,18125,145.214
323,48,261,24.895
324,0,18078,145.647
324,25,265,24.627
325,0,18169,144.981
325,23,2,0.056
325,25,279,24.497
326,0,18112,144.701
326,33,250,23.761
327,0,18162,146.373
327,30,247,25.31
328,0,18049,144.87
328,66,244,24.526
328,69,1,0.013
328,168,1,0.063
329,0,18024,143.538
329,33,250,22.935
330,0,18164,145.045
330,86,251,24.446
331,0,17666,142.376
331,15,231,23.247
332,0,18150,144.564
332,39,256,24.088
332,56,3,0.114
333,0,18039,144.475
333,53,242,23.678
334,0,18096,143.637
334,24,239,24.62
334,48,1,0.008
334,79,8,0.055
334,172,1,0.011
335,0,18050,144.895
335,17,245,24.142
335,21,1,0.074
336,0,18385,148.206
336,18,255,25.184
336,277,2,0.013
337,0,17852,144.967
337,62,238,23.939
338,0,18106,145.472
338,15,275,24.648
339,0,18040,145.116
339,29,241,24.369
340,0,18228,146.631
340,29,245,26.662
341,0,18130,145.168
341,25,233,24.566
342,0,18359,147.537
342,18,270,25.34
342,127,1,0.014
343,0,18283,146.958
343,29,236,23.775
344,0,18107,145.65
344,84,299,23.885
345,0,18210,145.932
345,9,5,0.131
345,29,243,24.927
346,0,18058,145.247
346,16,257,23.561
347,0,18159,146.556
347,25,259,22.566
348,0,18166,146.8
348,29,240,24.532
349,0,18101,144.606
349,58,265,25.836
349,73,1,0.008
349,223,3,0.018
350,0,17931,146.026
350,22,2,0.013
350,89,2,0.014
350,109,239,25.319
351,0,18177,146.963
351,60,236,24.372
352,0,18059,145.427
352,36,259,23.289
352,81,2,0.04
353,0,17941,142.085
353,27,224,23.107
354,0,18301,147.319
354,26,257,24.363
354,41,1,0.006
355,0,18243,146.597
355,32,232,23.848
356,0,18208,144.995
356,35,2,0.019
356,44,240,24.27
357,0,18126,145.267
357,28,256,23.861
358,0,18161,144.17
358,14,278,22.863
359,0,17906,143.008
359,22,246,23.736
360,0,17894,143.679
360,14,249,23.767
361,0,18056,144.328
361,30,281,24.207
362,0,18002,144.171
362,82,264,25.452
363,0,17981,144.909
363,55,252,27.494
364,0,17668,140.146
364,34,249,24.744
365,0,17877,144.437
365,33,1,0.013
365,35,235,24.376
366,0,18057,144.769
366,33,245,22.664
367,0,18072,144.302
367,17,267,24.85
368,0,18064,144.204
368,26,238,25.381
369,0,17876,142.599
369,144,258,26.563
370,0,18195,144.398
370,46,223,25.007
371,0,17969,145.432
371,76,257,23.582
372,0,17909,144.001
372,13,1,0.007
372,24,255,26.06
372,146,2,0.012
373,0,18278,146.922
373,47,235,25.637
374,0,18287,148.289
374,20,240,22.871
375,0,18207,145.946
375,24,246,24.982
376,0,17865,142.303
376,36,272,24.905
377,0,18047,144.425
377,101,256,24.199
378,0,17807,142.879
378,33,248,22.989
379,0,18148,145.506
379,24,280,25.425
380,0,18330,147.28
380,36,253,24.004
381,0,18272,148.193
381,20,236,23.01
382,0,18319,147.862
382,5,2,0.038
382,10,268,23.7
382,61,2,0.073
383,0,18143,144.772
383,7,2,0.02
383,20,251,25.874
384,0,17874,142.076
384,54,244,23.159
385,0,18075,144.798
385,17,261,24.695
386,0,18116,146.297
386,35,225,23.366
387,0,18128,145.878
387,171,4,0.134
387,186,256,24.493
388,0,18126,145.449
388,115,260,24.29
389,0,18078,145.015
389,25,222,22.396
390,0,18118,144.822
390,20,1,0.007
390,34,249,25.703
390,108,4,0.027
391,0,18219,145.412
391,26,239,24.781
392,0,18119,147.913
392,39,255,26.942
393,0,18220,145.052
393,6,268,24.1
394,0,17705,142.378
394,30,266,23.478
395,0,18414,148.102
395,11,2,0.108
395,66,233,23.504
395,232,6,0.037
396,0,18006,145.785
396,35,238,25.361
397,0,18009,145.298
397,13,265,22.754
397,42,1,0.068
398,0,18108,145.276
398,40,243,24.561
399,0,18031,145.331
399,41,261,26.039
400,0,18075,145.448
400,11,2,0.092
400,67,214,23.543
401,0,18317,145.66
401,40,239,25.886
402,0,18116,144.782
402,26,244,22.841
402,40,1,0.059
403,0,17772,142.467
403,35,270,22.468
404,0,17932,143.033
404,24,270,23.029
405,0,17998,145.41
405,110,273,25.151
406,0,18371,145.965
406,28,250,24.424
407,0,18040,145.589
407,65,238,24.108
408,0,18222,146.526
408,23,259,23.595
408,56,3,0.108
409,0,18088,146.811
409,43,303,23.782
410,0,17722,141.658
410,24,248,25.053
411,0,18154,145.113
411,141,258,24.908
412,0,17947,144.022
412,52,235,30.176
413,0,18051,145.859
413,19,230,23.416
414,0,18350,148.758
414,42,286,24.342
415,0,18102,145.813
415,28,270,25.064
416,0,18063,145.847
416,18,1,0.01
416,49,253,23.744
417,0,17925,143.673
417,41,240,23.496
418,0,18035,145.656
418,39,273,24.799
419,0,18132,144.993
419,6,309,23.114
419,10,3,0.055
420,0,17935,143.662
420,17,287,25.617
421,0,18183,146.114
421,36,269,23.103
422,0,18043,144.937
422,42,265,23.911
423,0,18112,144.418
423,24,281,24.406
423,56,1,0.02
424,0,18123,144.879
424,49,248,25.424
424,68,1,0.014
425,0,18156,146.171
425,23,253,24.93
426,0,18180,145.049
426,29,253,22.884
427,0,18153,144.388
427,12,279,24.638
428,0,18056,146.217
428,28,236,24.407
429,0,17986,144.861
429,87,260,24.785
430,0,18316,146.943
430,23,302,24.707
431,0,17947,144.441
431,15,229,22.635
432,0,18246,146.713
432,46,11,0.387
432,70,209,23.778
433,0,18030,145.794
433,30,262,25.212
434,0,18146,143.761
434,2,3,0.083
434,43,276,24.321
435,0,18209,145.422
435,78,247,24.897
436,0,18245,145.898
436,38,239,25.948
436,75,1,0.075
437,0,17905,144.35
437,18,261,24.473
438,0,17912,144.364
438,16,249,24.991
439,0,18330,145.951
439,32,293,24.546
440,0,18251,144.875
440,44,238,23.697
441,0,18046,144.115
441,82,241,23.465
442,0,18063,143.198
442,13,2,0.034
442,26,235,24.627
442,51,1,0.006
443,0,17962,144.124
443,32,265,25.695
444,0,18064,144.978
444,24,252,24.808
445,0,18007,145.056
445,4,2,0.019
445,146,260,25.939
446,0,18099,143.448
446,13,3,0.061
446,45,246,24.297
446,254,5,0.032
447,0,18185,146.084
447,18,249,24.854
448,0,18220,146.05
448,35,242,22.848
449,0,18134,145.09
449,44,248,24.052
450,0,18307,145.418
450,35,260,24.379
451,0,18300,147.533
451,9,1,0.018
451,12,265,23.581
452,0,17941,143.806
452,15,229,21.683
453,0,17760,141.649
453,10,2,0.079
453,22,239,24.171
453,88,2,0.026
454,0,18211,145.836
454,41,242,27.081
455,0,17841,142.587
455,27,263,24.316
456,0,17965,144.743
456,26,276,26.767
457,0,18278,145.566
457,24,301,22.568
458,0,18223,145.985
458,35,254,23.512
459,0,18265,145.754
459,33,247,22.488
459,81,9,0.066
460,0,18125,145.8
460,41,248,24.928
461,0,18018,146.289
461,48,250,24.338
462,0,18303,146.783
462,26,1,0.022
462,37,291,24.723
463,0,18077,145.36
463,39,238,24.41
464,0,18063,144.553
464,22,223,23.167
465,0,17988,146.848
465,3,3,0.032
465,66,279,24.413
466,0,18350,146.781
466,12,2,0.038
466,27,220,24.068
466,141,2,0.012
467,0,17969,142.895
467,27,280,25.961
468,0,18041,145.749
468,25,237,25.228
469,0,18303,146.597
469,23,262,25.492
470,0,18146,145.798
470,29,271,25.969
471,0,17949,144.611
471,28,226,23.871
472,0,18258,145.978
472,25,226,23.422
472,238,2,0.052
473,0,18283,145.07
473,21,256,22.772
474,0,18166,146.832
474,36,229,25.516
475,0,18193,145.718
475,27,234,24.42
476,0,18275,146.478
476,53,279,25.352
477,0,18029,144.162
477,17,2,0.014
477,27,1,0.006
477,29,257,23.791
478,0,18265,145.475
478,27,4,0.026
478,29,250,24.054
478,50,1,0.007
479,0,18023,144.736
479,209,261,24.489
480,0,18162,146.891
480,56,244,25.461
481,0,18038,145.191
481,38,239,24.136
482,0,18105,144.675
482,21,247,25.415
483,0,17997,145.036
483,30,2,0.013
483,58,1,0.034
483,67,254,23.609
484,0,18195,147.653
484,3,7,0.243
484,66,267,25.09
485,0,18111,143.815
485,210,253,25.913
486,0,18283,145.987
486,22,294,24.749
486,47,1,0.01
487,0,18237,146.921
487,30,278,23.761
488,0,18102,144.42
488,13,274,24.715
489,0,18344,147.422
489,17,267,23.598
490,0,18180,144.835
490,20,1,0.145
490,28,4,0.131
490,45,226,23.654
490,242,1,0.037
491,0,17988,144.835
491,9,3,0.078
491,34,255,24.499
492,0,18066,145.016
492,189,253,22.26
493,0,17961,144.437
493,102,242,28.044
494,0,18107,146.621
494,36,237,24.978
495,0,18007,143.397
495,6,3,0.026
495,11,1,0.011
495,50,282,26.047
496,0,18042,146.273
496,28,253,25.35
497,0,18009,144.228
497,24,243,23.349
497,241,2,0.017
498,0,17969,144.03
498,236,277,26.89
499,0,18142,144.347
499,36,287,25.633
500,0,17919,144.355
500,13,1,0.006
500,36,237,25.057
500,59,2,0.013
500,216,3,0.029
501,0,18066,145.178
501,9,262,23.499
502,0,18008,144.512
502,19,294,24.713
502,33,2,0.178
503,0,18210,147.006
503,25,225,23.705
504,0,17977,144.075
504,107,262,24.612
505,0,17942,143.717
505,29,236,24.589
505,34,1,0.01
506,0,18413,146.935
506,33,252,23.115
507,0,18047,145.092
507,26,244,25.733
508,0,18221,145.972
508,28,249,24.685
509,0,18154,145.66
509,50,238,23.286
510,0,18158,146.078
510,29,233,23.013
511,0,17909,145.717
511,12,2,0.013
511,62,235,24.665
512,0,18200,145.833
512,24,226,25.124
513,0,18082,144.704
513,42,263,26.574
514,0,17930,144.666
514,83,256,24.748
515,0,18176,146.961
515,27,285,22.851
516,0,17984,144.966
516,14,262,23.745
517,0,18199,147.749
517,35,267,24.218
518,0,18252,147.135
518,42,285,23.747
519,0,17986,144.487
519,37,247,22.65
519,113,4,0.024
520,0,18388,148.108
520,28,290,26.274
521,0,18023,144.844
521,4,1,0.011
521,11,7,0.051
521,30,267,23.67
522,0,18221,146.391
522,49,261,23.61
523,0,17922,144.4
523,35,318,25.656
524,0,18009,144.466
524,35,3,0.069
524,38,206,24.65
525,0,18176,146.48
525,11,244,26.146
526,0,18073,144.611
526,30,214,24.236
527,0,18154,144.715
527,71,280,24.838
527,102,1,0.018
528,0,18233,147.232
528,23,246,22.759
528,66,1,0.029
529,0,18157,144.421
529,58,273,26.426
530,0,18098,145.286
530,55,261,24.853
531,0,17889,143.567
531,22,1,0.006
531,101,256,24.539
531,261,3,0.024
532,0,18104,146.347
532,20,1,0.054
532,60,258,22.811
532,96,2,0.257
533,0,18323,146.83
533,11,229,22.654
534,0,18133,145.157
534,31,239,23.1
535,0,17884,143.226
535,38,246,23.241
536,0,18003,144.204
536,39,261,25.865
537,0,18033,145.724
537,8,280,23.868
538,0,18343,147.13
538,29,246,25.007
539,0,18049,145.221
539,10,234,22.814
540,0,18084,144.07
540,32,237,24.325
541,0,17916,143.705
541,16,232,22.734
542,0,18072,146.739
542,26,268,23.388
543,0,17928,146.171
543,28,258,22.845
544,0,18003,144.225
544,10,273,24.397
545,0,18064,144.585
545,8,1,0.015
545,14,10,0.074
545,51,272,24.907
546,0,17970,144.079
546,40,248,24.319
547,0,18012,145.445
547,13,274,23.435
548,0,18359,147.64
548,62,226,23.726
549,0,18170,144.529
549,91,239,23.63
550,0,18115,146.194
550,14,288,24.34
551,0,18093,144.63
551,62,248,25.73
552,0,17829,141.891
552,48,259,24.417
553,0,18138,144.933
553,40,245,23.461
554,0,18288,148.281
554,35,234,22.604
555,0,18002,145.059
555,23,257,25.474
556,0,17793,141.053
556,48,1,0.016
556,74,234,23.177
557,0,17781,142.429
557,75,245,24.11
558,0,18198,146.789
558,32,297,23.838
559,0,18196,145.514
559,35,227,23.617
560,0,18131,145.967
560,9,1,0.07
560,28,217,23.328
561,0,17971,144.315
561,41,250,23.76
562,0,18118,146.521
562,16,264,24.303
563,0,17981,143.896
563,39,233,23.99
564,0,18012,143.732
564,31,241,24.361
565,0,18107,144.903
565,40,258,22.471
566,0,18245,145.719
566,54,265,24.598
567,0,18060,144.595
567,40,248,24.727
568,0,18036,143.395
568,17,1,0.052
568,53,253,23.708
569,0,18009,146.114
569,14,324,25.898
570,0,18441,147.705
570,28,260,25.484
570,104,1,0.094
571,0,18045,145.353
571,28,261,23.402
572,0,18119,145.691
572,29,1,0.01
572,59,250,23.378
