event_n,event_clusters,n_hits,energy_value
475,35,2,0.028
475,126,613,96.661
476,0,17818,144.123
476,6,2,0.073
476,21,735,99.989
477,0,17872,144.766
477,251,625,98.094
478,0,17973,144.952
478,64,611,96.137
478,147,1,0.013
478,287,4,0.024
479,0,17837,143.452
479,17,5,0.044
479,69,673,93.643
479,367,5,0.035
480,0,17529,141.437
480,10,3,0.026
480,40,652,99.118
481,0,18096,146.88
481,18,796,93.574
481,40,1,0.006
482,0,17645,140.85
482,21,2,0.066
482,56,1,0.006
482,173,627,98.331
483,0,17858,145.309
483,95,596,92.835
483,117,2,0.025
484,0,18040,146.252
484,24,654,97.345
485,0,17726,141.332
485,183,666,100.687
486,0,17664,141.537
486,162,635,99.725
487,0,17756,142.735
487,83,1,0.013
487,172,624,98.961
488,0,17926,145.555
488,28,657,94.264
488,43,1,0.03
489,0,17532,141.995
489,34,667,97.422
490,0,17827,142.085
490,16,1,0.013
490,236,748,95.973
491,0,17814,143.468
491,70,614,97.0
492,0,17892,143.128
492,103,587,99.508
493,0,17905,145.536
493,5,8,0.062
493,101,628,100.333
494,0,17718,142.57
494,2,2,0.019
494,13,9,0.062
494,249,663,100.94
495,0,17840,145.297
495,133,606,101.475
496,0,17591,141.69
496,25,651,101.051
497,0,17862,143.378
497,39,4,0.096
497,158,733,99.298
498,0,17967,144.47
498,6,1,0.02
498,155,651,88.797
499,0,17965,146.497
499,108,652,94.771
500,0,17833,144.113
500,58,615,99.041
501,0,17848,144.466
501,56,2,0.02
501,66,641,98.148
501,81,1,0.013
501,88,1,0.008
502,0,17617,141.295
502,40,658,97.436
502,468,5,0.084
503,0,17929,145.539
503,28,4,0.027
503,62,673,101.682
503,77,2,0.026
504,0,17775,143.971
504,74,653,98.581
505,0,17976,145.005
505,4,1,0.006
505,6,8,0.089
505,8,1,0.006
505,19,4,0.024
505,35,672,97.197
506,0,17731,143.37
506,490,666,99.887
506,513,1,0.006
506,587,1,0.006
507,0,18041,146.743
507,59,652,95.388
507,99,2,0.034
508,0,17692,141.722
508,42,621,98.233
509,0,18168,147.14
509,32,665,91.903
510,0,17768,144.344
510,35,1,0.011
510,253,697,102.48
511,0,17849,144.403
511,24,2,0.012
511,33,1,0.022
511,87,1,0.038
511,142,629,99.405
512,0,17853,143.505
512,42,671,95.628
513,0,18004,147.333
513,40,756,99.016
513,139,4,0.131
514,0,17802,144.366
514,19,4,0.152
514,148,621,102.91
515,0,17932,144.346
515,209,684,96.201
516,0,17825,142.014
516,9,686,93.087
517,0,17746,143.034
517,32,642,95.856
518,0,17871,145.116
518,8,798,97.223
519,0,17787,143.473
519,29,1,0.014
519,32,611,99.065
520,0,18124,146.762
520,15,5,0.047
520,29,657,96.857
521,0,17792,144.102
521,291,726,96.539
522,0,17660,143.379
522,69,629,100.702
523,0,17799,142.273
523,344,659,87.886
523,365,3,9.924
524,0,17903,143.164
524,188,2,0.03
524,217,1,0.023
524,251,667,92.953
525,0,17809,144.519
525,74,582,94.819
525,156,4,5.268
526,0,17787,144.274
526,36,645,96.271
526,40,3,0.042
526,104,1,0.006
527,0,17805,143.755
527,14,704,96.571
527,62,3,0.066
528,0,17782,143.427
528,113,600,91.812
529,0,17859,144.799
529,199,645,97.033
530,0,17832,143.836
530,157,732,94.786
531,0,17720,143.106
531,231,644,99.156
532,0,17798,143.82
532,242,1,0.056
532,251,1,0.009
532,338,683,99.709
533,0,17929,143.837
533,69,656,96.048
533,681,2,0.012
534,0,17817,144.625
534,22,2,0.02
534,105,4,0.076
534,240,644,98.07
535,0,17711,143.439
535,60,589,98.461
536,0,17588,140.519
536,3,3,0.027
536,612,644,98.941
537,0,17520,140.99
537,29,626,99.379
538,0,17866,144.485
538,19,827,95.199
538,49,2,0.057
538,232,1,0.006
539,0,17607,143.31
539,47,650,97.931
540,0,17958,144.947
540,187,728,99.528
541,0,17714,143.331
541,16,1,0.02
541,31,769,97.124
542,0,17724,143.142
542,55,645,92.843
542,90,1,4.51
543,0,17863,143.497
543,59,640,99.516
544,0,17999,145.006
544,45,680,101.15
544,85,3,0.053
545,0,17697,143.838
545,15,793,93.681
546,0,17972,145.386
546,1,2,0.019
546,50,1,0.006
546,96,608,96.826
546,103,4,0.023
547,0,17830,142.911
547,160,765,98.372
548,0,17993,145.478
548,77,5,0.322
548,188,760,95.669
549,0,17595,141.428
549,39,1,0.018
549,193,676,100.176
550,0,18016,144.307
550,85,1,0.007
550,212,642,97.738
551,0,17625,141.446
551,3,4,0.039
551,38,650,100.377
551,65,4,0.684
552,0,17809,144.77
552,44,2,0.021
552,53,664,97.605
552,61,2,0.035
553,0,17637,142.411
553,42,624,101.379
553,69,1,0.006
554,0,17793,144.193
554,42,640,90.845
554,86,2,5.003
555,0,17547,141.852
555,185,623,100.459
556,0,17670,144.001
556,4,2,0.018
556,20,1,0.034
556,173,606,96.765
556,182,3,0.019
557,0,17724,143.281
557,28,1,0.006
557,166,676,99.972
558,0,17537,141.132
558,63,626,97.965
559,0,17720,142.568
559,97,596,100.073
560,0,17944,145.435
560,1,2,0.077
560,76,657,99.557
560,111,3,0.119
560,114,1,0.006
561,0,17522,141.537
561,75,711,90.547
562,0,17906,143.328
562,23,2,0.011
562,38,641,99.02
563,0,17678,142.245
563,118,630,96.741
564,0,17823,144.125
564,21,767,93.92
564,608,2,0.079
565,0,17800,142.755
565,81,1,0.009
565,117,1,6.25
565,121,641,92.689
566,0,18070,145.112
566,46,708,99.417
566,438,2,0.013
567,0,18038,144.213
567,9,739,93.953
568,0,17886,144.416
568,71,711,96.085
568,343,5,0.227
568,344,1,0.013
569,0,17840,144.088
569,68,1,0.01
569,82,644,99.278
570,0,17723,143.296
570,90,652,95.854
571,0,17827,143.358
571,139,663,97.225
571,229,1,0.017
572,0,17932,145.516
572,59,628,99.424
573,0,17754,143.826
573,111,722,95.097
574,0,17609,140.915
574,3,4,0.038
574,15,1,0.01
574,18,7,0.044
574,67,637,98.197
574,521,1,0.006
575,0,17665,142.353
575,176,1,0.006
575,313,693,97.574
576,0,17691,142.045
576,58,700,95.423
577,0,17778,143.113
577,56,1,0.006
577,132,1,0.006
577,209,609,96.635
578,0,17726,143.05
578,79,656,99.148
579,0,18035,146.033
579,35,699,97.549
579,202,1,0.006
579,223,1,0.032
580,0,17627,142.048
580,557,657,99.949
581,0,17612,143.223
581,37,1,0.017
581,367,656,99.07
582,0,17743,143.04
582,61,657,97.713
583,0,17687,141.965
583,260,669,101.279
584,0,17775,142.928
584,51,796,101.408
585,0,17835,144.994
585,30,638,97.396
585,49,3,0.085
585,198,1,0.026
586,0,17743,142.839
586,58,623,94.497
587,0,17691,141.794
587,22,2,0.181
587,207,675,98.284
588,0,18011,144.256
588,35,661,94.673
589,0,18035,144.881
589,15,2,0.022
589,130,612,98.243
590,0,17880,144.437
590,123,621,94.896
591,0,17724,142.216
591,23,1,0.006
591,33,629,98.0
591,597,2,0.012
592,0,17684,142.269
592,17,683,95.296
592,213,2,0.02
592,264,1,0.01
593,0,17786,143.573
593,30,2,0.061
593,234,753,100.278
594,0,17594,141.949
594,31,639,99.437
594,67,2,0.057
595,0,17804,143.16
595,90,666,95.361
596,0,17937,144.721
596,233,678,98.326
597,0,17966,145.524
597,59,578,96.538
597,106,6,0.124
597,204,1,0.006
598,0,17852,146.496
598,4,4,0.057
598,39,616,96.787
599,0,17829,144.821
599,34,627,96.664
599,207,1,0.012
600,0,17946,144.985
600,13,1,0.073
600,16,1,0.116
600,154,709,96.905
601,0,17692,142.217
601,28,625,98.961
601,96,1,0.012
602,0,17690,142.853
602,15,1,0.025
602,49,654,95.628
603,0,17775,144.325
603,31,1,0.04
603,48,650,99.044
603,329,1,0.006
604,0,17995,144.757
604,50,631,95.696
605,0,17891,144.964
605,61,778,96.828
606,0,17764,142.732
606,520,654,99.279
607,0,17606,142.428
607,83,629,97.406
608,0,17934,142.462
608,7,1,0.026
608,8,1,0.031
608,43,785,96.376
609,0,17764,144.462
609,89,674,98.04
610,0,17665,141.352
610,182,695,99.492
611,0,18023,145.151
611,355,710,99.27
612,0,17975,145.165
612,54,649,97.119
612,76,1,0.007
613,0,17843,143.462
613,22,5,3.056
613,142,1,0.031
613,211,767,95.357
614,0,17772,142.882
614,188,714,99.718
615,0,17681,143.143
615,78,670,99.872
615,117,4,0.129
616,0,17744,143.902
616,257,636,92.439
617,0,17830,144.113
617,12,639,96.681
618,0,17718,143.459
618,20,755,101.664
619,0,17854,144.468
619,200,591,100.321
620,0,17779,144.591
620,5,639,91.199
621,0,17743,144.222
621,168,788,99.477
621,776,2,0.049
622,0,17752,144.815
622,24,2,0.055
622,40,669,99.352
623,0,17845,145.087
623,42,672,98.715
624,0,17739,142.201
624,104,793,98.831
625,0,17820,143.827
625,95,6,0.222
625,96,1,0.006
625,133,732,92.331
626,0,17896,145.447
626,82,653,103.544
627,0,17880,144.565
627,561,656,101.156
628,0,17927,145.509
628,135,3,0.093
628,302,756,98.041
629,0,17784,143.269
629,46,629,97.84
630,0,17800,142.962
630,93,646,94.822
631,0,17843,144.406
631,71,636,98.351
632,0,17962,145.522
632,97,4,0.163
632,320,660,100.839
633,0,17811,144.627
633,51,675,98.627
633,477,2,0.01
633,485,2,0.017
634,0,17916,143.578
634,113,639,99.761
635,0,17667,141.632
635,17,660,100.798
635,561,1,0.023
636,0,17800,144.313
636,4,1,0.025
636,33,1,0.037
636,165,780,99.659
637,0,17898,144.083
637,14,1,0.03
637,16,1,0.037
637,53,647,95.656
638,0,17903,144.634
638,102,605,98.788
639,0,17877,143.888
639,57,666,99.621
639,136,1,0.009
640,0,17898,145.033
640,86,728,93.7
640,257,2,0.018
641,0,17541,141.93
641,35,621,97.064
641,131,1,0.104
642,0,17855,141.968
642,145,665,100.867
643,0,17665,143.577
643,506,681,100.693
644,0,17674,142.003
644,99,1,0.019
644,139,698,99.72
645,0,17572,142.534
645,148,653,102.548
645,681,5,0.033
646,0,17572,140.448
646,278,634,96.892
647,0,17899,144.223
647,53,654,98.453
648,0,17826,143.392
648,11,3,0.026
648,108,5,0.03
648,119,2,0.054
648,123,686,96.715
649,0,17866,144.419
649,1,4,0.106
649,251,589,98.121
650,0,17768,143.325
650,49,622,97.403
650,64,4,0.128
651,0,17673,143.756
651,28,663,85.044
651,42,3,0.019
651,45,2,8.425
652,0,17966,145.44
652,40,713,97.315
652,466,2,0.032
653,0,17706,143.532
653,17,769,97.244
653,109,1,0.038
654,0,17764,142.914
654,11,770,98.191
655,0,18055,145.889
655,212,589,101.462
655,218,2,0.031
656,0,17890,142.723
656,27,647,94.161
657,0,17660,142.47
657,22,1,0.057
657,52,685,100.212
657,86,1,0.068
658,0,17874,145.169
658,41,623,101.426
659,0,17749,144.175
659,180,771,101.169
660,0,17635,142.862
660,177,684,98.665
661,0,17678,142.069
661,14,667,95.446
662,0,17918,144.93
662,54,660,93.728
662,93,1,5.269
662,210,2,0.069
663,0,17770,145.212
663,8,7,0.056
663,96,3,0.019
663,271,586,99.938
664,0,17890,143.769
664,159,688,100.167
665,0,17758,144.867
665,89,639,98.561
666,0,17945,145.383
666,97,681,102.554
667,0,17814,144.162
667,587,680,103.008
668,0,17733,143.815
668,196,623,101.911
669,0,17631,141.34
669,192,760,98.407
669,732,8,0.1
670,0,17696,143.294
670,64,678,99.909
671,0,17874,145.009
671,40,657,96.979
672,0,17676,142.984
672,23,719,96.617
673,0,17957,144.681
673,82,626,104.777
674,0,17735,143.322
674,261,607,100.568
675,0,17921,144.515
675,37,591,96.035
676,0,17758,143.54
676,45,2,0.049
676,64,2,0.083
676,175,609,95.691
677,0,17669,142.474
677,46,620,96.196
677,79,1,0.029
678,0,17759,143.655
678,32,589,100.311
679,0,17522,141.624
679,52,1,0.028
679,163,726,95.214
680,0,17775,142.505
680,86,633,98.434
680,117,1,0.006
681,0,17790,143.868
681,110,645,100.895
682,0,17761,144.455
682,435,675,100.163
683,0,17930,145.685
683,12,2,0.02
683,143,695,101.826
684,0,17977,145.707
684,73,587,98.38
685,0,18031,146.704
685,62,617,100.906
686,0,18029,144.613
686,14,2,0.051
686,29,5,0.096
686,237,2,0.013
686,261,660,99.914
687,0,17777,144.566
687,48,1,0.006
687,60,2,0.034
687,68,6,0.139
687,277,621,96.461
688,0,17764,143.134
688,134,636,99.468
689,0,17835,144.953
689,45,636,95.887
690,0,17447,143.131
690,34,628,98.332
690,64,2,0.019
691,0,17768,142.062
691,21,6,0.053
691,39,648,94.268
692,0,17808,144.087
692,207,638,100.234
693,0,17832,143.587
693,112,634,95.426
694,0,17899,145.108
694,41,638,94.007
694,157,1,5.42
695,0,17946,145.952
695,94,3,0.175
695,334,699,96.962
696,0,17772,143.208
696,128,2,0.031
696,179,630,102.238
697,0,17744,143.297
697,137,5,0.095
697,193,681,96.545
698,0,17947,143.84
698,75,686,99.947
699,0,17707,143.413
699,57,1,0.028
699,134,629,89.027
700,0,17786,144.303
700,132,629,95.823
701,0,17872,145.347
701,198,596,97.389
701,205,1,0.01
702,0,17803,142.486
702,310,615,103.477
703,0,17801,142.99
703,40,637,100.147
704,0,17730,143.563
704,47,707,97.305
704,85,3,0.035
705,0,17915,143.644
705,30,606,97.335
706,0,17686,142.411
706,67,3,0.027
706,207,1,0.021
706,304,678,95.376
707,0,17892,143.953
707,38,653,100.2
707,56,1,0.016
707,89,1,0.006
708,0,17931,144.098
708,32,673,95.775
708,84,2,0.08
708,140,1,0.009
709,0,17773,144.722
709,26,1,0.011
709,48,1,0.042
709,205,633,96.583
710,0,17470,142.128
710,40,616,100.576
711,0,17618,141.394
711,54,1,0.043
711,338,648,95.815
712,0,18006,144.472
712,42,661,100.683
713,0,17910,144.15
713,76,661,91.441
713,121,2,0.038
713,193,1,0.019
714,0,17924,145.602
714,112,660,96.753
715,0,17770,144.34
715,12,664,97.961
715,123,1,0.027
716,0,17822,145.224
716,287,671,98.667
717,0,17966,145.636
717,30,784,96.444
717,438,2,0.019
717,668,5,0.236
718,0,17705,143.248
718,7,2,0.051
718,367,678,97.425
719,0,17662,142.669
719,124,705,98.814
719,167,1,0.034
720,0,18029,145.837
720,31,1,0.067
720,194,736,95.315
721,0,17860,145.486
721,312,614,97.526
722,0,17981,146.051
722,48,2,0.068
722,215,746,101.616
723,0,18037,143.821
723,211,647,94.163
724,0,17685,141.306
724,51,4,0.102
724,238,1,0.013
724,319,619,96.376
725,0,17902,143.161
725,39,1,0.008
725,56,629,99.33
726,0,17803,142.566
726,2,10,0.075
726,89,625,93.784
727,0,17856,145.2
727,53,620,92.851
728,0,17674,141.096
728,15,2,0.063
728,44,649,96.92
729,0,17935,143.929
729,41,682,96.557
729,333,1,0.023
730,0,17807,144.887
730,38,601,97.395
731,0,17842,144.561
731,126,637,100.695
732,0,18002,143.893
732,16,739,96.815
733,0,18156,147.642
733,18,2,0.02
733,36,670,98.037
734,0,17887,143.323
734,33,777,95.399
734,67,4,0.085
735,0,17438,140.861
735,23,1,0.006
735,203,638,95.001
736,0,17605,141.365
736,31,629,98.063
737,0,17916,143.52
737,19,2,0.012
737,51,647,96.16
738,0,18029,144.641
738,26,2,0.071
738,47,655,102.233
739,0,17825,142.67
739,52,672,99.023
740,0,17809,143.671
740,13,2,0.018
740,63,1,0.022
740,598,695,97.188
741,0,17920,146.28
741,37,1,0.041
741,47,608,98.393
742,0,17729,141.945
742,116,612,95.427
743,0,17913,144.329
743,346,619,93.837
744,0,17676,142.282
744,46,611,96.657
744,122,2,0.014
744,657,2,0.118
745,0,17738,143.604
745,42,642,100.003
746,0,17858,145.265
746,41,630,95.854
747,0,17925,142.877
747,77,1,0.016
747,109,660,101.477
748,0,17873,145.373
748,110,634,99.294
749,0,17903,143.145
749,28,3,0.114
749,161,764,101.063
750,0,17867,144.312
750,72,695,102.065
750,113,1,0.028
751,0,17609,140.728
751,12,722,91.87
751,200,1,0.044
752,0,17950,145.882
752,256,740,100.536
753,0,17982,145.659
753,82,635,94.172
754,0,17773,144.151
754,140,673,96.746
755,0,17781,144.123
755,15,4,0.092
755,22,770,99.785
755,74,1,0.01
756,0,17947,144.381
756,23,784,101.269
757,0,17851,143.69
757,52,697,101.549
758,0,17867,144.462
758,29,5,0.135
758,43,1,0.031
758,188,1,0.014
758,300,613,95.986
759,0,17765,142.446
759,6,4,0.038
759,51,1,0.006
759,205,643,97.043
760,0,17636,142.939
760,30,2,0.019
760,97,594,96.096
761,0,17749,143.161
761,83,761,97.6
762,0,18023,145.465
762,86,1,0.009
762,170,615,94.366
763,0,17853,143.17
763,3,3,0.141
763,39,1,0.039
763,52,3,4.312
763,159,753,93.691
764,0,18116,146.684
764,16,2,0.012
764,374,658,101.329
765,0,18003,145.637
765,78,648,96.452
766,0,17740,144.351
766,28,775,99.983
767,0,17958,144.736
767,51,637,100.854
767,56,1,0.026
768,0,18101,145.879
768,60,649,103.119
769,0,17881,144.526
769,133,625,97.241
770,0,17578,142.387
770,34,759,99.575
770,105,1,0.039
771,0,17747,141.864
771,51,743,103.159
772,0,17641,141.296
772,26,626,98.727
773,0,18016,145.93
773,60,658,93.432
774,0,17776,144.408
774,11,731,95.241
775,0,17952,144.33
775,61,684,99.154
775,143,3,0.062
775,264,1,0.006
775,402,1,0.006
776,0,17625,142.504
776,98,674,101.094
777,0,18090,146.932
777,89,632,100.101
778,0,17787,143.265
778,106,667,97.856
779,0,17987,146.037
779,81,677,98.347
779,264,1,0.043
780,0,17719,142.184
780,33,655,101.359
780,465,2,0.033
781,0,17763,143.028
781,4,1,0.015
781,296,633,101.937
782,0,17847,144.592
782,108,591,95.563
783,0,17654,143.319
783,236,632,96.642
783,664,2,0.012
784,0,17901,144.243
784,47,623,94.609
784,108,2,4.506
785,0,18030,145.249
785,24,1,0.006
785,307,6,0.307
785,433,710,99.383
786,0,17924,144.623
786,26,3,0.036
786,46,676,99.424
787,0,17838,144.512
787,40,622,93.747
787,185,7,0.05
787,283,2,0.072
788,0,17915,144.568
788,143,684,98.368
789,0,17742,145.795
789,12,716,96.486
790,0,17643,144.092
790,110,634,97.318
791,0,17988,144.329
791,88,636,97.172
792,0,17770,143.247
792,13,1,0.041
792,17,733,96.008
793,0,17854,142.304
793,21,4,0.112
793,71,641,101.123
794,0,17585,142.372
794,36,3,0.063
794,52,610,96.728
795,0,18004,145.055
795,167,651,98.209
796,0,17734,143.497
796,20,762,99.993
796,210,1,0.013
797,0,17765,143.833
797,46,1,0.032
797,197,1,0.049
797,223,635,95.078
798,0,17828,143.284
798,60,1,0.05
798,68,1,0.018
798,94,571,98.915
798,104,5,0.032
798,217,1,0.056
799,0,17826,143.649
799,8,3,0.191
799,9,1,0.047
799,11,2,0.075
799,194,689,98.523
800,0,17738,143.8
800,22,663,96.585
800,287,1,0.017
801,0,18103,145.355
801,157,566,97.043
802,0,17826,143.456
802,84,2,0.013
802,86,619,97.792
803,0,17663,142.317
803,33,3,0.075
803,37,704,98.521
804,0,17917,145.609
804,120,626,98.096
805,0,17696,142.889
805,52,2,0.123
805,144,585,96.345
806,0,17908,143.998
806,27,642,100.235
806,32,1,0.037
807,0,17805,142.539
807,39,666,100.045
808,0,17882,145.126
808,42,612,98.436
809,0,17805,143.836
809,1,5,0.041
809,33,2,0.021
809,77,727,98.478
809,225,3,0.019
810,0,17869,145.175
810,37,679,95.292
811,0,17685,144.597
811,43,735,102.598
812,0,17839,143.986
812,35,2,0.109
812,178,688,98.144
812,365,2,0.011
813,0,17768,142.608
813,48,630,93.908
813,88,6,0.087
814,0,17771,142.898
814,51,654,99.556
815,0,17734,142.632
815,183,655,100.857
816,0,17873,144.442
816,79,3,0.068
816,82,2,0.044
816,94,632,97.549
816,103,2,0.017
817,0,17863,144.668
817,4,4,0.127
817,196,606,99.55
818,0,17977,144.812
818,9,4,0.036
818,38,5,0.153
818,58,696,102.061
819,0,17789,143.396
819,10,2,0.018
819,29,638,94.904
820,0,17873,143.239
820,107,663,96.276
820,121,2,0.017
821,0,17882,143.887
821,72,1,0.121
821,121,637,99.517
822,0,17529,141.996
822,46,649,90.871
822,78,2,11.266
823,0,17752,143.365
823,11,780,99.487
824,0,18045,145.114
824,66,644,101.305
825,0,17801,143.545
825,186,604,96.341
826,0,17767,143.661
826,69,3,12.672
826,203,595,80.423
827,0,17814,142.692
827,25,2,0.079
827,33,1,0.059
827,57,727,99.332
828,0,17921,144.98
828,48,622,97.671
829,0,17934,145.913
829,61,598,100.779
829,72,1,0.023
829,98,2,0.089
830,0,17478,139.165
830,161,696,102.072
831,0,17796,143.615
831,105,637,102.469
832,0,18040,145.51
832,66,1,0.018
832,176,633,94.168
833,0,17842,142.974
833,58,2,0.074
833,109,790,99.748
834,0,17917,145.618
834,145,601,95.434
835,0,17930,145.507
835,60,599,99.44
836,0,17842,143.886
836,61,1,0.013
836,148,639,102.419
837,0,17602,142.292
837,45,658,98.917
838,0,18157,147.607
838,26,734,96.727
839,0,17841,142.629
839,50,651,92.161
839,358,1,6.122
840,0,17769,143.005
840,25,1,0.006
840,35,653,95.084
841,0,17865,144.803
841,30,622,93.437
842,0,17848,143.472
842,132,2,13.952
842,210,1,0.006
842,250,629,87.455
843,0,17690,143.149
843,121,724,93.903
844,0,17835,143.478
844,30,654,98.904
845,0,17827,143.69
845,72,681,98.025
846,0,18081,146.905
846,101,8,0.176
846,113,755,99.627
847,0,17959,146.406
847,73,701,98.598
848,0,18007,146.073
848,90,594,97.921
849,0,17730,142.63
849,37,649,99.826
850,0,17662,140.436
850,256,760,98.496
851,0,17664,141.884
851,133,638,99.168
852,0,17757,143.601
852,35,605,94.859
853,0,17858,144.712
853,56,4,0.079
853,112,711,97.222
854,0,18077,144.234
854,165,623,97.727
855,0,17835,142.22
855,44,676,99.801
856,0,18012,147.212
856,19,773,100.835
857,0,17857,145.199
857,216,719,99.653
858,0,17759,144.391
858,29,656,95.317
859,0,17645,142.654
859,15,5,0.109
859,16,4,0.085
859,109,761,86.942
860,0,17768,142.397
860,176,577,96.124
861,0,17883,144.584
861,23,1,0.02
861,400,672,95.681
862,0,17983,144.917
862,186,625,102.425
863,0,18013,146.142
863,401,1,0.078
863,405,1,0.057
863,526,627,97.768
864,0,18056,145.855
864,47,647,98.076
864,72,5,0.07
865,0,17733,142.05
865,18,5,0.038
865,144,653,101.877
866,0,18039,145.156
866,62,669,95.077
866,359,1,0.027
867,0,17721,143.026
867,40,630,99.189
868,0,17847,143.072
868,48,666,96.13
869,0,17933,143.823
869,7,706,98.713
870,0,18027,148.439
870,39,657,98.939
870,83,3,0.156
871,0,17818,143.524
871,61,610,95.717
872,0,17768,140.745
872,33,608,93.885
873,0,18009,144.64
873,10,717,95.707
873,15,2,0.157
874,0,17692,141.426
874,45,586,95.995
874,105,1,0.041
875,0,17758,143.001
875,243,616,96.964
876,0,17800,142.596
876,55,659,96.411
877,0,17828,143.556
877,97,7,0.202
877,134,4,0.077
877,283,635,98.775
878,0,17668,143.515
878,27,637,96.826
879,0,17874,145.231
879,38,820,101.245
879,52,1,0.045
880,0,17740,142.913
880,36,739,97.43
881,0,17805,142.844
881,47,643,97.925
882,0,17962,146.631
882,144,588,94.401
883,0,17763,142.917
883,11,6,0.056
883,42,667,99.867
884,0,17897,142.369
884,77,652,92.166
884,314,2,0.011
885,0,18047,146.851
885,22,622,92.798
886,0,17684,143.223
886,3,2,0.019
886,17,4,0.051
886,84,664,97.875
887,0,17841,143.03
887,25,649,95.636
888,0,17843,143.44
888,127,650,98.278
889,0,17971,144.473
889,127,614,97.087
890,0,17827,144.104
890,2,4,0.218
890,285,614,97.797
891,0,17578,142.324
891,379,666,92.409
892,0,17777,142.866
892,35,644,95.014
893,0,18115,148.02
893,69,663,103.733
894,0,18067,147.394
894,88,632,100.363
895,0,17842,144.219
895,22,2,0.013
895,177,633,97.758
895,678,1,0.059
896,0,17906,145.219
896,31,669,102.395
897,0,17761,142.233
897,52,1,0.043
897,139,794,99.976
898,0,17638,142.193
898,125,653,95.999
898,129,3,0.12
898,130,2,0.044
899,0,17677,141.962
899,1,2,0.034
899,13,739,99.302
900,0,17932,144.67
900,23,1,0.013
900,40,760,93.599
901,0,17797,143.157
901,76,1,0.007
901,134,689,99.828
902,0,17756,143.151
902,28,673,98.275
902,208,1,0.025
903,0,17931,146.008
903,35,4,0.078
903,210,635,102.09
904,0,17749,143.459
904,27,642,100.771
905,0,18028,146.479
905,29,650,98.687
905,83,1,0.006
906,0,17840,144.062
906,42,2,0.036
906,52,685,101.638
906,60,1,0.014
907,0,17932,143.098
907,168,613,99.577
907,235,1,0.029
908,0,17885,144.548
908,194,832,100.921
909,0,17931,143.703
909,79,654,99.311
909,132,1,0.012
910,0,17653,143.214
910,35,2,0.042
910,142,747,92.97
911,0,17687,142.054
911,30,2,0.097
911,62,707,96.353
912,0,17717,143.679
912,34,3,0.189
912,133,609,98.226
913,0,17849,145.163
913,143,633,97.125
914,0,18018,145.054
914,9,595,89.724
915,0,17808,144.866
915,32,634,94.061
915,41,1,0.009
916,0,17885,145.077
916,37,6,0.081
916,157,683,97.721
917,0,18130,147.614
917,36,790,98.61
918,0,17699,141.265
918,41,681,99.585
919,0,17859,144.714
919,365,670,98.032
920,0,17972,145.093
920,54,654,98.993
920,71,4,0.114
921,0,18216,148.127
921,35,625,98.173
921,54,1,0.006
922,0,17780,144.447
922,13,1,0.055
922,33,761,101.542
923,0,18014,145.523
923,47,1,0.007
923,246,657,101.437
924,0,17725,144.001
924,130,600,100.965
925,0,17854,145.181
925,27,1,0.052
925,28,5,0.096
925,93,636,96.836
926,0,17745,143.233
926,62,624,97.464
926,240,1,0.006
927,0,17899,145.464
927,36,614,98.326
928,0,17964,144.912
928,42,652,99.034
929,0,17812,143.827
929,21,1,0.031
929,365,658,98.507
929,375,1,0.016
930,0,17669,143.728
930,48,1,0.042
930,227,626,97.768
931,0,17653,142.406
931,59,1,0.018
931,74,632,98.365
931,611,1,0.037
932,0,17967,144.027
932,5,2,0.107
932,123,627,98.911
933,0,18016,146.337
933,452,3,0.06
933,502,685,96.795
934,0,17718,141.99
934,142,628,97.241
935,0,17711,143.01
935,118,716,93.676
936,0,17726,143.851
936,97,2,0.067
936,143,581,96.152
937,0,17931,145.933
937,84,2,0.065
937,126,688,95.157
937,356,1,0.008
938,0,17557,141.878
938,9,3,0.108
938,88,1,0.019
938,118,643,97.831
939,0,17748,143.472
939,181,602,95.789
940,0,17710,143.05
940,32,639,98.622
941,0,17762,143.996
941,30,679,98.988
942,0,17751,142.842
942,72,677,102.446
942,174,2,0.026
943,0,17767,144.884
943,22,722,99.195
944,0,17635,140.857
944,19,3,0.049
944,328,677,93.821
944,395,4,5.441
945,0,17656,142.679
945,83,6,11.931
945,149,1,0.006
945,257,635,86.884
946,0,17581,141.694
946,6,2,0.042
946,43,691,99.285
947,0,17855,143.328
947,3,4,0.037
947,332,658,98.436
948,0,17684,141.605
948,61,649,97.814
949,0,17511,140.929
949,423,2,0.037
949,455,672,98.822
950,0,17904,143.396
950,31,1,0.018
950,584,674,102.652
951,0,17900,144.495
951,32,668,99.732
952,0,17830,144.821
952,84,767,99.308
953,0,17897,145.49
953,55,639,92.723
953,460,1,0.032
954,0,18010,144.26
954,46,674,103.146
954,96,1,0.014
955,0,17813,143.793
955,8,2,0.018
955,27,638,97.408
956,0,18020,146.048
956,46,601,98.368
957,0,17944,145.061
957,16,2,0.023
957,46,3,0.091
957,85,1,0.027
957,178,683,97.509
958,0,17746,143.569
958,60,654,99.1
959,0,17753,142.28
959,51,684,100.742
960,0,17781,143.075
960,48,598,98.31
960,189,3,0.026
960,223,1,0.019
961,0,17846,144.029
961,560,1,0.015
961,630,669,98.925
962,0,17503,142.748
962,19,2,0.013
962,37,620,93.535
962,79,1,0.006
962,380,5,0.109
963,0,18153,146.203
963,23,1,0.011
963,24,3,0.116
